run_id,started_at,completed_at,commodity_id,commodity_name,source_url,http_status,content_hash,parsed_row_count,accepted_row_count,review_row_count,failure_reason,parser_version
amis_run_20260901_221217,2026-09-01T22:12:17.400041+00:00,2026-09-01T22:12:17.674027+00:00,3,Rice Basmati Super (New),http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=3,200,caf67dda872e286f,1,1,0,,amis_v1_phase7b
amis_run_20260901_221217,2026-09-01T22:12:17.400041+00:00,2026-09-01T22:12:17.767490+00:00,4,Rice (IRRI),http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=4,200,ddcfd9ce45601e3e,1,1,0,,amis_v1_phase7b
amis_run_20260901_221217,2026-09-01T22:12:17.400041+00:00,2026-09-01T22:12:17.857055+00:00,9,Gram Black Bareek,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=9,200,62cb7d45eadb6ee2,1,1,0,,amis_v1_phase7b
amis_run_20260901_221217,2026-09-01T22:12:17.400041+00:00,2026-09-01T22:12:17.955838+00:00,11,Moong,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=11,200,3ead0a1397a9e5bb,1,1,0,,amis_v1_phase7b
amis_run_20260901_221217,2026-09-01T22:12:17.400041+00:00,2026-09-01T22:12:18.057334+00:00,17,Maize,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=17,200,643dafb11867c11b,1,1,0,,amis_v1_phase7b
amis_run_20260901_221217,2026-09-01T22:12:17.400041+00:00,2026-09-01T22:12:18.178937+00:00,21,Potato Fresh,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=21,200,5cade918edbad708,1,1,0,,amis_v1_phase7b
amis_run_20260901_221217,2026-09-01T22:12:17.400041+00:00,2026-09-01T22:12:18.268805+00:00,22,Potato Store,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=22,200,c8d0f7b3a545d74d,1,1,0,,amis_v1_phase7b
amis_run_20260901_221217,2026-09-01T22:12:17.400041+00:00,2026-09-01T22:12:18.364038+00:00,23,Onion,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=23,200,7c54cede3aca3baa,1,1,0,,amis_v1_phase7b
amis_run_20260901_221217,2026-09-01T22:12:17.400041+00:00,2026-09-01T22:12:18.454301+00:00,26,Tomato,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=26,200,6c9923f03c53f400,1,1,0,,amis_v1_phase7b
amis_run_20260901_221217,2026-09-01T22:12:17.400041+00:00,2026-09-01T22:12:18.541144+00:00,49,Seed Cotton(Phutti),http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=49,200,7b859be4499edc62,1,1,0,,amis_v1_phase7b
amis_run_20260901_221217,2026-09-01T22:12:17.400041+00:00,2026-09-01T22:12:18.654112+00:00,125,Sugarcane,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=125,200,31c8706524ed521c,1,1,0,,amis_v1_phase7b
amis_run_20260901_221355,2026-09-01T22:13:55.964656+00:00,2026-09-01T22:13:55.964923+00:00,1,Wheat,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=1,200,3ba389e2edf898cd,2,2,0,,amis_v1_phase7b
amis_run_20260901_221355,2026-09-01T22:13:55.964656+00:00,2026-09-01T22:13:55.965014+00:00,21,Potato Fresh,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=21,200,bd4883e299760801,1,0,1,,amis_v1_phase7b
amis_run_20260901_221355,2026-09-01T22:13:55.964656+00:00,2026-09-01T22:13:55.965141+00:00,22,Potato Store,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=22,200,3ba389e2edf898cd,2,2,0,,amis_v1_phase7b
amis_run_20260902_024631,2026-09-02T02:46:31.950690+00:00,2026-09-02T02:46:31.950912+00:00,1,Wheat,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=1,200,3ba389e2edf898cd,2,2,0,,amis_v1_phase7b
amis_run_20260902_024631,2026-09-02T02:46:31.950690+00:00,2026-09-02T02:46:31.950999+00:00,21,Potato Fresh,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=21,200,bd4883e299760801,1,0,1,,amis_v1_phase7b
amis_run_20260902_024631,2026-09-02T02:46:31.950690+00:00,2026-09-02T02:46:31.951126+00:00,22,Potato Store,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=22,200,3ba389e2edf898cd,2,2,0,,amis_v1_phase7b
amis_run_20260902_025911,2026-09-02T02:59:11.454500+00:00,2026-09-02T02:59:11.454743+00:00,1,Wheat,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=1,200,3ba389e2edf898cd,2,2,0,,amis_v1_phase7b
amis_run_20260902_025911,2026-09-02T02:59:11.454500+00:00,2026-09-02T02:59:11.454833+00:00,21,Potato Fresh,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=21,200,bd4883e299760801,1,0,1,,amis_v1_phase7b
amis_run_20260902_025911,2026-09-02T02:59:11.454500+00:00,2026-09-02T02:59:11.454957+00:00,22,Potato Store,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=22,200,3ba389e2edf898cd,2,2,0,,amis_v1_phase7b
amis_run_20260902_033128,2026-09-02T03:31:28.302811+00:00,2026-09-02T03:31:28.303041+00:00,1,Wheat,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=1,200,3ba389e2edf898cd,2,2,0,,amis_v1_phase7b
amis_run_20260902_033128,2026-09-02T03:31:28.302811+00:00,2026-09-02T03:31:28.303130+00:00,21,Potato Fresh,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=21,200,bd4883e299760801,1,0,1,,amis_v1_phase7b
amis_run_20260902_033128,2026-09-02T03:31:28.302811+00:00,2026-09-02T03:31:28.303274+00:00,22,Potato Store,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=22,200,3ba389e2edf898cd,2,2,0,,amis_v1_phase7b
amis_run_20260902_034026,2026-09-02T03:40:26.556145+00:00,2026-09-02T03:40:26.556379+00:00,1,Wheat,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=1,200,3ba389e2edf898cd,2,2,0,,amis_v1_phase7b
amis_run_20260902_034026,2026-09-02T03:40:26.556145+00:00,2026-09-02T03:40:26.556474+00:00,21,Potato Fresh,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=21,200,bd4883e299760801,1,0,1,,amis_v1_phase7b
amis_run_20260902_034026,2026-09-02T03:40:26.556145+00:00,2026-09-02T03:40:26.556607+00:00,22,Potato Store,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=22,200,3ba389e2edf898cd,2,2,0,,amis_v1_phase7b
amis_run_20260902_040755,2026-09-02T04:07:55.624580+00:00,2026-09-02T04:07:55.624811+00:00,1,Wheat,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=1,200,3ba389e2edf898cd,2,2,0,,amis_v1_phase7b
amis_run_20260902_040755,2026-09-02T04:07:55.624580+00:00,2026-09-02T04:07:55.624900+00:00,21,Potato Fresh,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=21,200,bd4883e299760801,1,0,1,,amis_v1_phase7b
amis_run_20260902_040755,2026-09-02T04:07:55.624580+00:00,2026-09-02T04:07:55.625045+00:00,22,Potato Store,http://www.amis.pk/ViewPrices.aspx?searchType=0&commodityId=22,200,3ba389e2edf898cd,2,2,0,,amis_v1_phase7b
