district,animal_type,animal_count,source_year,source_table,notes
Bahawalnagar District,Cattle,890868,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalnagar District,Buffaloes,1050194,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalnagar District,Sheep,342258,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalnagar District,Goats,1123685,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalnagar District,Camels,4902,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalnagar District,Horses,2460,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalnagar District,Mules,2260,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalnagar District,Asses,93605,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalnagar District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalpur District,Cattle,843767,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalpur District,Buffaloes,791665,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalpur District,Sheep,190843,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalpur District,Goats,1202666,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalpur District,Camels,3297,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalpur District,Horses,2848,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalpur District,Mules,2003,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalpur District,Asses,43813,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Bahawalpur District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rahim Yar Khan District,Cattle,692971,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rahim Yar Khan District,Buffaloes,1106234,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rahim Yar Khan District,Sheep,197015,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rahim Yar Khan District,Goats,1557410,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rahim Yar Khan District,Camels,9888,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rahim Yar Khan District,Horses,534,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rahim Yar Khan District,Mules,4546,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rahim Yar Khan District,Asses,86323,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rahim Yar Khan District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Dera Ghazi Khan District,Cattle,1523405,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Dera Ghazi Khan District,Buffaloes,320962,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Dera Ghazi Khan District,Sheep,5099910,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Dera Ghazi Khan District,Goats,6293816,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Dera Ghazi Khan District,Camels,32076,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Dera Ghazi Khan District,Horses,6109,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Dera Ghazi Khan District,Mules,710,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Dera Ghazi Khan District,Asses,71137,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Dera Ghazi Khan District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Layyah District,Cattle,1067314,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Layyah District,Buffaloes,522919,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Layyah District,Sheep,866810,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Layyah District,Goats,1129233,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Layyah District,Camels,21797,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Layyah District,Horses,5150,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Layyah District,Mules,4220,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Layyah District,Asses,53997,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Layyah District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Muzaffargarh District,Cattle,1923757,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Muzaffargarh District,Buffaloes,1046628,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Muzaffargarh District,Sheep,555675,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Muzaffargarh District,Goats,1555388,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Muzaffargarh District,Camels,12003,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Muzaffargarh District,Horses,4613,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Muzaffargarh District,Mules,1355,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Muzaffargarh District,Asses,42807,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Muzaffargarh District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rajanpur District,Cattle,844061,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rajanpur District,Buffaloes,364448,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rajanpur District,Sheep,394887,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rajanpur District,Goats,1081918,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rajanpur District,Camels,24751,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rajanpur District,Horses,10422,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rajanpur District,Mules,2540,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rajanpur District,Asses,93742,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Rajanpur District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Chiniot District,Cattle,498923,2024,Table 7.1,"Chiniot District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Chiniot District,Buffaloes,1176510,2024,Table 7.1,"Chiniot District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Chiniot District,Sheep,38848,2024,Table 7.1,"Chiniot District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Chiniot District,Goats,166965,2024,Table 7.1,"Chiniot District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Chiniot District,Camels,2768,2024,Table 7.1,"Chiniot District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Chiniot District,Horses,2826,2024,Table 7.1,"Chiniot District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Chiniot District,Mules,2887,2024,Table 7.1,"Chiniot District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Chiniot District,Asses,46371,2024,Table 7.1,"Chiniot District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Chiniot District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Chiniot District is not present in district_master_clean.csv (remote-sensing master covers 34 districts); Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Faisalabad District,Cattle,1365937,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Faisalabad District,Buffaloes,2181720,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Faisalabad District,Sheep,62000,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Faisalabad District,Goats,1022261,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Faisalabad District,Camels,3259,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Faisalabad District,Horses,19660,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Faisalabad District,Mules,6185,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Faisalabad District,Asses,132695,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Faisalabad District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Jhang District,Cattle,975596,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Jhang District,Buffaloes,1679683,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Jhang District,Sheep,564925,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Jhang District,Goats,1008365,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Jhang District,Camels,8109,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Jhang District,Horses,25416,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Jhang District,Mules,6160,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Jhang District,Asses,173934,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Jhang District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Toba Tek Singh District,Cattle,542966,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Toba Tek Singh District,Buffaloes,841821,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Toba Tek Singh District,Sheep,62957,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Toba Tek Singh District,Goats,537611,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Toba Tek Singh District,Camels,1254,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Toba Tek Singh District,Horses,3529,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Toba Tek Singh District,Mules,1501,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Toba Tek Singh District,Asses,41995,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Toba Tek Singh District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujranwala District,Cattle,301423,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujranwala District,Buffaloes,1063098,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujranwala District,Sheep,121242,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujranwala District,Goats,174682,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujranwala District,Camels,687,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujranwala District,Horses,9438,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujranwala District,Mules,4059,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujranwala District,Asses,66953,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujranwala District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujrat District,Cattle,336481,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujrat District,Buffaloes,867261,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujrat District,Sheep,75678,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujrat District,Goats,291700,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujrat District,Camels,1230,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujrat District,Horses,18531,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujrat District,Mules,2604,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujrat District,Asses,76430,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Gujrat District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Cattle,221967,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Buffaloes,839679,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Sheep,33493,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Goats,115706,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Camels,437,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Horses,4104,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Mules,2752,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Asses,47299,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Hafizabad District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Cattle,251767,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Buffaloes,971705,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Sheep,26605,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Goats,183162,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Camels,1458,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Horses,8229,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Mules,3731,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Asses,71387,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Mandi Bahauddin District,Yak/Dzo/Dzomo,,2024,Table 7.1,"Head count of animals on census day; ""-"": no value reported in source; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Narowal District,Cattle,209438,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
Narowal District,Buffaloes,577620,2024,Table 7.1,"Head count of animals on census day; Report footnote: ""0"" = value less than 0.5; ""-"" = no value"
