date,year,month,district,NDVI_mean,NDWI_mean,rainfall_total_mm,rainfall_mean_mm_per_day,temp_max_c,temp_mean_c,temp_min_c,soil_moisture_0_7cm,soil_moisture_7_28cm,landcover_crops_km2,landcover_cropland_fraction,data_source_schema,data_quality_flag,missing_columns_note
2022-01-01,2022,1,Attock District,0.3149732092019355,-0.37189994519429215,108.41969800271296,3.497409605720341,18.449293572901553,10.184438004586521,1.3265731592183145,0.3109781829598761,0.29449033548355197,3839.26480189453,,legacy_detailed,,
2022-01-01,2022,1,Bahawalnagar District,0.49360070532699996,-0.4729947398941945,29.98730383588831,0.9673323821670818,23.671712288060412,12.858706616335954,4.591312148951687,0.17127575700511694,0.14744805985507964,5875.39939967643,,legacy_detailed,,
2022-01-01,2022,1,Bahawalpur District,0.2400721966066183,-0.3061642251585864,13.121180650070782,0.423263891958699,26.257590325045143,13.515559585187802,4.46644725434615,0.09652781788769589,0.12607931364953087,6307.846791972983,,legacy_detailed,,
2022-01-01,2022,1,Bhakkar District,0.3511034755150003,-0.3693255467121679,35.25676053202854,1.1373148527687227,22.039899076045277,12.357768491130768,4.3014516693334235,0.1302660067455447,0.12093401420202182,4010.348181958321,,legacy_detailed,,
2022-01-01,2022,1,Chakwal District,0.31173860612824383,-0.38382833268045846,99.08167334934662,3.1961830140818934,18.530064072808045,10.62704166748411,3.507041513279962,0.2922052304974429,0.2690597811664481,3554.091009295465,,legacy_detailed,,
2022-01-01,2022,1,Dera Ghazi Khan District,0.32703087694823024,-0.3777021770118229,33.235384461293314,1.072109176750054,23.857614804233236,11.931192596568364,3.5643554665682635,0.11742317642655804,0.14090572814405306,4288.59658055138,,legacy_detailed,,
2022-01-01,2022,1,Faisalabad District,0.47098290511847374,-0.4274901332205667,48.891558996906,1.577147064599062,21.303215796923602,12.251804201713943,4.489404081297173,0.23313854210358143,0.18512358711775187,1714.8876389999639,,legacy_detailed,,
2022-01-01,2022,1,Gujranwala District,0.5823126114768953,-0.5154575288580683,108.70406098113706,3.506582605633399,19.894297394825514,11.679240795620702,3.6968294233720482,0.32176231584416626,0.30393603106045614,2794.0358051812937,,legacy_detailed,,
2022-01-01,2022,1,Gujrat District,0.4414094337359517,-0.43993597880282714,142.7885702699946,4.606082910040205,20.16246208455753,11.309856270768112,2.7154114860577714,0.3342862659534942,0.32336727296295237,2178.687586762179,,legacy_detailed,,
2022-01-01,2022,1,Hafizabad District,0.6011965810370686,-0.5192270178025824,96.23940069155705,3.104496793926068,20.34832536736032,11.921382764486689,4.065587592058936,0.2724117819129351,0.2332663820355274,321.7033523239158,,legacy_detailed,,
2022-01-01,2022,1,Jhang District,0.4654598630141468,-0.4353951605328221,36.73760098886177,1.1850839019392196,21.8237579155232,12.497813356241387,4.409927170393486,0.2101901094698848,0.16575469502972132,6221.517910950608,,legacy_detailed,,
2022-01-01,2022,1,Jhelum District,0.3493321328141981,-0.4115723704893395,119.78707210243756,3.8640990941472704,19.711339887533097,10.960141345237487,2.294932983287336,0.3124944689942213,0.2960468394063154,1756.7544921823503,,legacy_detailed,,
2022-01-01,2022,1,Kasur District,0.5158101263336449,-0.4694585244463092,54.94296007411034,1.7723535458173438,20.68859020942718,12.216994507366982,4.287924831273638,0.2831715967955877,0.26005605781254976,3151.887891072659,,legacy_detailed,,
2022-01-01,2022,1,Khanewal District,0.632504192053532,-0.5737514133956678,27.144914983565315,0.8756424203106862,23.461510058625933,12.908517460301493,4.855328450968622,0.200796921499603,0.153183344458533,3657.8387873388056,,legacy_detailed,,
2022-01-01,2022,1,Khushab District,0.3159334214134163,-0.36023336636765246,55.94745398767444,1.8047565787791862,20.734861846479763,11.73646628340293,3.3655853248516028,0.1965839059733793,0.17133866001047213,2918.9468082182584,,legacy_detailed,,
2022-01-01,2022,1,Lahore District,0.3894377929690665,-0.3783201471317988,94.42863473162261,3.0460849790394553,20.01299708043601,11.929311383918515,4.296443448485174,0.30999987718495114,0.29475963551115497,966.7327162039887,,legacy_detailed,,
2022-01-01,2022,1,Layyah District,0.4438698449455675,-0.4302986539931603,33.469487116560934,1.079660874877039,23.575859926316497,12.69346267416452,4.405493382621287,0.11290893131280297,0.09471306746317497,3899.7103318084214,,legacy_detailed,,
2022-01-01,2022,1,Lodhran District,0.6427974545250198,-0.5867079807530639,23.690397427297835,0.7642063688289796,24.821049852832303,13.324118106598563,5.318119920725761,0.18261664534153935,0.14332126006437146,2367.02594497843,,legacy_detailed,,
2022-01-01,2022,1,Mandi Bahauddin District,0.5088705479342434,-0.4886940854822524,122.22080065431497,3.9426064827301035,20.327333701965916,11.687503205642841,3.0171190139648316,0.28908181962038787,0.26491611055691894,2132.995745097722,,legacy_detailed,,
2022-01-01,2022,1,Mianwali District,0.40319217451867734,-0.417934208199484,62.03836142784478,2.0012374660156254,19.668448560917717,11.846167125501575,4.426472116484841,0.21793429806683073,0.18702901952410916,3216.3204829759825,,legacy_detailed,,
2022-01-01,2022,1,Multan District,0.5782238721879035,-0.5341416957924368,26.826291040412595,0.8653642249300632,25.080942181330638,13.325362447007022,5.251812070357498,0.18621309894150345,0.14377808643086454,2601.963195617208,,legacy_detailed,,
2022-01-01,2022,1,Muzaffargarh District,0.5011337585236065,-0.477759396804564,28.324383971696285,0.9136898035707818,25.483113525648474,13.311829656736306,5.1684085554162245,0.15008653562922158,0.11752790665093144,5186.275166427958,,legacy_detailed,,
2022-01-01,2022,1,Narowal District,0.15877879200559064,-0.15887410107603625,160.09233527090962,5.164268868313665,19.458250390940943,11.4008520615797,3.5536745244710186,0.36193730330756546,0.3585953351598945,1257.744952335519,,legacy_detailed,,
2022-01-01,2022,1,Okara District,0.5212475886760909,-0.458554872100026,37.0463838640287,1.1950446368302778,21.367663583008127,12.402975583917561,4.93488283364074,0.23612653308404122,0.19563074799353233,3407.3642318575835,,legacy_detailed,,
2022-01-01,2022,1,Pakpattan District,0.5825104101529236,-0.5141657451440795,36.64749028616559,1.1821771078500776,22.270123334622397,12.699129287205547,4.950597200194876,0.2114727033609736,0.16161427728117,2436.2373244790283,,legacy_detailed,,
2022-01-01,2022,1,Rahim Yar Khan District,0.35146898692618717,-0.37960665556029133,17.8973639640041,0.5773343203589884,26.58588342920626,14.128934798841186,5.345225119725481,0.12749723488261927,0.1317936135590334,6045.148384218366,,legacy_detailed,,
2022-01-01,2022,1,Rajanpur District,0.28676628456921316,-0.3319524025241326,29.768752966025517,0.9602823547224596,26.53808497189812,13.396180667635809,4.133665538929304,0.11101218129476094,0.135852261163787,4591.192238929316,,legacy_detailed,,
