system:index,month,temp_max_c,temp_mean_c,temp_min_c,year,.geo
0,1,22.456792596579636,12.150370163724675,2.284082572988734,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,2,29.745809884091315,18.506655862301947,7.227077448305467,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,3,34.65840774549101,23.23545245169126,13.30246264956327,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,4,40.105793037550406,26.51662074860917,13.73880707680829,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,5,44.17030619859562,32.66162522498691,20.98656323019516,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,6,43.98740791023601,34.305205851763404,25.37282017220355,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,7,41.656781610963584,33.541207760023894,26.08995734012476,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,8,39.355436027858104,32.66275474653317,26.420679887066566,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
