system:index,district,month,temp_max_c,temp_mean_c,temp_min_c,year,.geo
0_0001000000000000168f,Attock District,1,19.45093590407836,9.268327961799121,-1.233813078824995,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001690,Bahawalnagar District,1,21.70541920960055,12.170309144541115,2.6396257479232754,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001691,Bahawalpur District,1,23.274019577548103,12.785974211647682,2.3096087246334136,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001692,Bhakkar District,1,21.62742727627427,11.515078989249064,0.4699081140025778,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001693,Chakwal District,1,19.15354567541045,9.734138432999414,1.1733416343067313,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001694,Dera Ghazi Khan District,1,21.034669715641094,11.222117600619466,0.1169829864096373,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001695,Faisalabad District,1,20.650962182512746,11.41479750568816,1.9174006393279963,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001696,Gujranwala District,1,19.73632247747167,11.331878309576922,2.4228202426080827,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001697,Gujrat District,1,20.082823402216093,11.162926312048265,2.9336790533230546,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001698,Hafizabad District,1,19.911178910456034,11.194188266399056,1.6135818012183842,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001699,Jhang District,1,21.318414062563875,11.615179828714037,1.7584439842753858,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169a,Jhelum District,1,20.203708720565356,10.26691697455269,1.056944136691214,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169b,Kasur District,1,20.937238746743173,11.481052243357276,2.0054887465584037,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169c,Khanewal District,1,21.48688760770455,12.016414517425424,1.7821884372850942,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169d,Khushab District,1,20.98227534392223,10.573999525442863,0.24546249397306927,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169e,Lahore District,1,20.520900135536913,11.359651654573641,1.9160814776370243,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169f,Layyah District,1,21.776705647119762,11.80530451225861,0.6190113898311783,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a0,Lodhran District,1,22.09408880141554,12.529193048718042,2.183049001523883,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a1,Mandi Bahauddin District,1,20.245219079521164,10.919106702450847,1.4715975440172528,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a2,Mianwali District,1,20.492793935190374,10.954065370432248,1.4869621501027408,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a3,Multan District,1,22.25492930126583,12.411149146936582,2.1999099240234057,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a4,Muzaffargarh District,1,22.53834501202178,12.386827862858858,1.9726776213033792,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a5,Narowal District,1,19.974442900273786,11.157492874421804,2.663102786922836,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a6,Okara District,1,20.8668644776575,11.62905816752112,2.1577069210684736,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a7,Pakpattan District,1,21.0947881674035,11.849634025251337,2.1072651119415577,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a8,Rahim Yar Khan District,1,23.918365464968637,13.35442862467383,3.085543545324529,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a9,Rajanpur District,1,23.3733536302812,12.621834356595825,1.3984073847911838,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016aa,Rawalpindi District,1,18.854415109029848,8.582142613992591,-0.6707298376229278,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ab,Sahiwal District,1,21.104514665734108,11.690656477254867,1.7701435950674693,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ac,Sargodha District,1,20.834886836403076,11.004290466990433,0.8746327066613458,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ad,Sheikhupura District,1,20.257429725745226,11.387703852451587,2.0372978365438583,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ae,Sialkot District,1,19.86930027252933,11.290997557455631,2.591878065454362,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016af,Toba Tek Singh District,1,21.020596042386412,11.567320409292694,1.4989978643276811,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016b0,Vehari District,1,21.604535224674752,12.180197136528744,2.7314020671778723,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000168f,Attock District,2,25.818414516476388,14.641860990935362,1.9105467163437115,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001690,Bahawalnagar District,2,31.092178868496898,19.155013978799087,6.062005200235021,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001691,Bahawalpur District,2,32.70279425479589,20.77573254223848,6.8609764894211045,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001692,Bhakkar District,2,29.977452867637627,18.58137030155159,5.057803962646932,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001693,Chakwal District,2,26.323504816893326,15.376376967911796,2.8361060345386395,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001694,Dera Ghazi Khan District,2,29.399364071584444,18.485305830063975,6.3882291695698825,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001695,Faisalabad District,2,29.408561667549996,18.10674471426981,5.684221867925633,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001696,Gujranwala District,2,27.671952963194467,16.574222156890976,5.792793926994702,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001697,Gujrat District,2,27.302479002307763,15.887025215603801,4.641448903564527,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001698,Hafizabad District,2,28.222807922941538,17.044664143187923,5.5414380574918125,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001699,Jhang District,2,29.387645429712496,18.502617559283372,6.122113462304795,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169a,Jhelum District,2,27.10635921181363,15.442100746413521,3.90183006290096,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169b,Kasur District,2,30.390950140005163,18.169152614077582,6.8417623620622114,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169c,Khanewal District,2,30.276621221269203,19.057112758691,6.499281250491934,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169d,Khushab District,2,29.05738039222482,17.268608935823302,4.009785521909715,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169e,Lahore District,2,29.43714032518027,17.456891398660456,5.682865112657855,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169f,Layyah District,2,30.36479155881207,19.050687429944087,5.8920557268074365,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a0,Lodhran District,2,30.611974305596995,19.48282705833014,7.335527739391398,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a1,Mandi Bahauddin District,2,27.764406271326877,16.23075475447605,5.34523643481778,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a2,Mianwali District,2,27.98391156940161,16.720014008174513,3.330500346456982,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a3,Multan District,2,30.732776536505003,19.44599220299981,7.322499444221204,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a4,Muzaffargarh District,2,30.725717343059316,19.427949464516278,6.977568722652658,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a5,Narowal District,2,26.85362649208752,15.927628548344826,4.564226334851713,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a6,Okara District,2,30.00431586232748,18.310420481178777,6.575220554612617,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a7,Pakpattan District,2,29.83708396584571,18.453033158106035,6.183361863587344,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a8,Rahim Yar Khan District,2,32.31807042476722,20.82620780403997,6.931264386447766,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a9,Rajanpur District,2,30.490153778278792,19.9480670426044,7.008404250955101,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016aa,Rawalpindi District,2,24.92267517582681,13.354829489229969,1.9406575231117789,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ab,Sahiwal District,2,30.078183059238313,18.605397512693735,6.06625000904982,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ac,Sargodha District,2,28.87150482405607,17.41273774284267,5.063459121379841,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ad,Sheikhupura District,2,28.86224553055006,17.34683823860655,5.382805460437365,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ae,Sialkot District,2,27.179436445920423,16.04760034657914,4.637200733480743,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016af,Toba Tek Singh District,2,29.564145762557555,18.4664979752813,6.012982385038652,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016b0,Vehari District,2,30.45605578079028,19.11721541016144,6.294664031298564,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000168f,Attock District,3,29.713127208612832,18.419103106941105,9.231844457417079,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001690,Bahawalnagar District,3,33.60021514874428,22.51633016054817,13.920550678789931,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001691,Bahawalpur District,3,34.92433180624298,24.061950293358713,15.042998392270766,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001692,Bhakkar District,3,32.66109546764114,20.85410778044232,12.777039013563092,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001693,Chakwal District,3,29.52169949662378,18.657470568033887,9.593703597203424,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001694,Dera Ghazi Khan District,3,30.669161161115987,19.788438565821252,12.069562283869669,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001695,Faisalabad District,3,32.12001016434954,21.211618721192195,12.663446486384109,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001696,Gujranwala District,3,30.95636772472576,20.508460308003507,12.190515875250316,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001697,Gujrat District,3,30.44990067800152,19.98060893675637,11.127287323245456,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001698,Hafizabad District,3,31.3311707343605,20.740023158681193,12.150111520153134,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
