system:index,district,month,soil_moisture_0_7cm,soil_moisture_7_28cm,year,.geo
1_00010000000000001697,Gujrat District,2,0.3056156841535811,0.3087344417826319,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001698,Hafizabad District,2,0.2334448017151576,0.22687863846545872,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001699,Jhang District,2,0.17188995013400632,0.16738739961444898,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169a,Jhelum District,2,0.2880488456482824,0.2878578199822372,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169b,Kasur District,2,0.23119742464049636,0.22945875096022858,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169c,Khanewal District,2,0.14797702972331414,0.14627010362217896,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169d,Khushab District,2,0.15804265285596128,0.16068336901617913,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169e,Lahore District,2,0.25341973749025803,0.25863331952261226,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169f,Layyah District,2,0.06470811608141787,0.09223163634835685,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a0,Lodhran District,2,0.12942030694171847,0.1375897289636885,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a1,Mandi Bahauddin District,2,0.2540546519710732,0.25408589208782917,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a2,Mianwali District,2,0.15516353654145046,0.17530881490282949,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a3,Multan District,2,0.13197649679578263,0.13865645304841154,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a4,Muzaffargarh District,2,0.09894713641615054,0.11416281469855151,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a5,Narowal District,2,0.3443553077490346,0.3482618749232921,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a6,Okara District,2,0.19846885905457207,0.18922168628024852,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a7,Pakpattan District,2,0.16121823170240687,0.155958278785341,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a8,Rahim Yar Khan District,2,0.07811696887274394,0.12287478801211658,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a9,Rajanpur District,2,0.052546710534118,0.1331447782650181,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016aa,Rawalpindi District,2,0.34308849940595737,0.3498150405858888,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ab,Sahiwal District,2,0.168217805326508,0.15981250389980473,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ac,Sargodha District,2,0.2088845658669445,0.1991140958852734,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ad,Sheikhupura District,2,0.2431823203820155,0.23517689351400772,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ae,Sialkot District,2,0.3267076129421521,0.3317229963042087,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016af,Toba Tek Singh District,2,0.1782389790078954,0.16780147641675047,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016b0,Vehari District,2,0.13766973999562246,0.14234374307288583,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000168f,Attock District,3,0.24961890185711733,0.26398107096186707,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001690,Bahawalnagar District,3,0.10373691678383244,0.1275747473305205,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001691,Bahawalpur District,3,0.05176346985574359,0.11893102139904603,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001692,Bhakkar District,3,0.08258267622179218,0.11836934253095836,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001693,Chakwal District,3,0.2419752616095801,0.2484790715663837,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001694,Dera Ghazi Khan District,3,0.09795930625475371,0.15345896855116345,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001695,Faisalabad District,3,0.1565646394483904,0.15299198094567718,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001696,Gujranwala District,3,0.2129333152599275,0.23225548055211423,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001697,Gujrat District,3,0.25685523499874957,0.278530262761586,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001698,Hafizabad District,3,0.18181376901541368,0.18384223011194636,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001699,Jhang District,3,0.1467638092408137,0.1455006209799267,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169a,Jhelum District,3,0.2661467224995901,0.2826496747420121,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169b,Kasur District,3,0.1687450930597181,0.17532301155188204,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169c,Khanewal District,3,0.13989877548067992,0.1371514455513793,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169d,Khushab District,3,0.1574754419605606,0.18418000923291214,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169e,Lahore District,3,0.17812967900756888,0.20757262279293623,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169f,Layyah District,3,0.0800775850658464,0.09564638064864733,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a0,Lodhran District,3,0.1333115289187072,0.13320576191248554,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a1,Mandi Bahauddin District,3,0.21610516971101257,0.23144484344739447,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a2,Mianwali District,3,0.14972315829006294,0.1713337002647512,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a3,Multan District,3,0.13856185506933513,0.13405876388344332,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a4,Muzaffargarh District,3,0.11022698138299925,0.11376940041835384,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a5,Narowal District,3,0.26370792603538434,0.2907811875511267,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a6,Okara District,3,0.14600319810377865,0.14675922518432874,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a7,Pakpattan District,3,0.1319882769775106,0.13516715970105653,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a8,Rahim Yar Khan District,3,0.07413864245543522,0.11661439053784657,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a9,Rajanpur District,3,0.06548351676096445,0.1308838601435864,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016aa,Rawalpindi District,3,0.31888273287337837,0.3458481564654965,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ab,Sahiwal District,3,0.14282281076041434,0.1442355564886328,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ac,Sargodha District,3,0.1963982081209031,0.20114912896195983,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ad,Sheikhupura District,3,0.17680397020898872,0.18562867256521448,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ae,Sialkot District,3,0.25317378778824834,0.2796809038069102,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016af,Toba Tek Singh District,3,0.15564685809155393,0.1487162623367022,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016b0,Vehari District,3,0.12715516537428145,0.13327303418662706,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000168f,Attock District,4,0.13888689902760076,0.17422013841637254,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001690,Bahawalnagar District,4,0.09204057357235496,0.1244139435699772,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001691,Bahawalpur District,4,0.04172681953097043,0.11556167529071057,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001692,Bhakkar District,4,0.0496220408083638,0.09284350766517413,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001693,Chakwal District,4,0.14268416608962523,0.15967559654454086,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001694,Dera Ghazi Khan District,4,0.04847165769584981,0.14326083100663523,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001695,Faisalabad District,4,0.13402779289995778,0.14444236835174984,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001696,Gujranwala District,4,0.13084280100079648,0.1397462965120329,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001697,Gujrat District,4,0.14020117796024345,0.1519863096461092,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001698,Hafizabad District,4,0.13453061575599926,0.13976173802741376,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001699,Jhang District,4,0.11522560302195405,0.13295303874414946,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169a,Jhelum District,4,0.14258286189401137,0.15872969549294158,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169b,Kasur District,4,0.13109397470993397,0.14058425056251359,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169c,Khanewal District,4,0.1223635747428274,0.13368306967347757,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169d,Khushab District,4,0.09321500756399363,0.12016321506044057,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169e,Lahore District,4,0.1269037831068473,0.15140734635862674,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169f,Layyah District,4,0.04949783106546937,0.0856992773486606,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a0,Lodhran District,4,0.12044386562533994,0.13102519052056294,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a1,Mandi Bahauddin District,4,0.13141981463743885,0.1451126873306828,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a2,Mianwali District,4,0.0978882301574235,0.13563815923674255,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a3,Multan District,4,0.12015830012451885,0.13126282496354336,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a4,Muzaffargarh District,4,0.08963325253397944,0.10885619158094206,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a5,Narowal District,4,0.14142419409520046,0.16397174027951608,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a6,Okara District,4,0.12430378565308718,0.13456765048727504,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a7,Pakpattan District,4,0.12213750347366698,0.13192408602339653,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a8,Rahim Yar Khan District,4,0.07019431406830225,0.11379489665031009,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a9,Rajanpur District,4,0.04720407294851749,0.128276446585886,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016aa,Rawalpindi District,4,0.18051437256312727,0.22181307272740475,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ab,Sahiwal District,4,0.1290096698117613,0.13957481745640832,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ac,Sargodha District,4,0.13546610316880867,0.1445144711883425,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ad,Sheikhupura District,4,0.12711123388602985,0.1370318969765371,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ae,Sialkot District,4,0.1391724987626554,0.15569958508888507,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016af,Toba Tek Singh District,4,0.13025659647949275,0.14212373331213304,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016b0,Vehari District,4,0.12017485993313388,0.13098542683942227,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000168f,Attock District,5,0.12629699290854224,0.14509617220243692,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001690,Bahawalnagar District,5,0.09382881979412647,0.12217750869048329,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001691,Bahawalpur District,5,0.03541667449079486,0.11095761984189687,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001692,Bhakkar District,5,0.04678266361835343,0.08744180608598384,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001693,Chakwal District,5,0.14022049858305122,0.14713218183942928,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001694,Dera Ghazi Khan District,5,0.04544656476214369,0.13789120009372013,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001695,Faisalabad District,5,0.13802337091447373,0.143536555976569,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001696,Gujranwala District,5,0.1432577385343752,0.1357425761337262,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001697,Gujrat District,5,0.1412737873894083,0.13219142330755568,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001698,Hafizabad District,5,0.1372850239343677,0.13876130484712332,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001699,Jhang District,5,0.11713345122045098,0.13185430360278902,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169a,Jhelum District,5,0.13556545069242873,0.1343232707981122,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169b,Kasur District,5,0.14673125859458308,0.140961668934581,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169c,Khanewal District,5,0.12451117817148549,0.13191714267509344,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169d,Khushab District,5,0.09456660801978106,0.11270301598464605,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169e,Lahore District,5,0.14268530514974478,0.15072826474852175,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169f,Layyah District,5,0.04641194644916618,0.08287823331226236,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a0,Lodhran District,5,0.12035210351454204,0.12938599954268137,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a1,Mandi Bahauddin District,5,0.13158473615864827,0.1380749552567053,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a2,Mianwali District,5,0.09577641041442518,0.13029391820007308,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a3,Multan District,5,0.12042144067593014,0.12948222960649386,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a4,Muzaffargarh District,5,0.08797888270631436,0.10731361999231262,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a5,Narowal District,5,0.1553779508999223,0.1436154742096162,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a6,Okara District,5,0.13585106103767172,0.13519908910482228,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a7,Pakpattan District,5,0.1267091536149165,0.1306503731937137,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a8,Rahim Yar Khan District,5,0.06294854429983483,0.1110957581632593,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a9,Rajanpur District,5,0.04379228105953694,0.12594002159897205,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016aa,Rawalpindi District,5,0.17024694690224437,0.19154387567896752,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ab,Sahiwal District,5,0.1325928062071287,0.13789159042921237,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ac,Sargodha District,5,0.13743072452231692,0.14220459566923674,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ad,Sheikhupura District,5,0.13931416433680185,0.1369087807025699,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ae,Sialkot District,5,0.1468862592892903,0.13683073848108854,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016af,Toba Tek Singh District,5,0.1322923789249594,0.14038064134777373,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016b0,Vehari District,5,0.12092587094186674,0.12925822841284193,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000168f,Attock District,6,0.1757304410046424,0.17651275346576545,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001690,Bahawalnagar District,6,0.1281615181345487,0.14485027611408183,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001691,Bahawalpur District,6,0.05811132913771974,0.11862957880943281,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001692,Bhakkar District,6,0.09006703362213082,0.11623552889266373,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001693,Chakwal District,6,0.1864746608864742,0.17940128301241712,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001694,Dera Ghazi Khan District,6,0.09139498297373753,0.16485656716087904,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001695,Faisalabad District,6,0.17478332413245345,0.16106762030094032,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001696,Gujranwala District,6,0.2043638254838731,0.19340363373692634,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001697,Gujrat District,6,0.19472434660747406,0.1868500748672685,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001698,Hafizabad District,6,0.1871459512680146,0.18031452399933104,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001699,Jhang District,6,0.16229026595772747,0.16294076163175947,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169a,Jhelum District,6,0.19184595676291505,0.17815485385977153,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169b,Kasur District,6,0.1779173851850772,0.1605972543240181,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169c,Khanewal District,6,0.16544288227099427,0.16604604704645923,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169d,Khushab District,6,0.1350237791026629,0.1370229131691484,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169e,Lahore District,6,0.18339892371551766,0.18885123615107532,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169f,Layyah District,6,0.10299244021540492,0.12808589150879282,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a0,Lodhran District,6,0.1541773596988211,0.1550387180448084,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a1,Mandi Bahauddin District,6,0.18302226172603922,0.1816846561326568,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a2,Mianwali District,6,0.150858430069593,0.16579915786432886,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a3,Multan District,6,0.16069552923152908,0.16308223650975334,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a4,Muzaffargarh District,6,0.1263189113988045,0.1380957993564829,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a5,Narowal District,6,0.2107552319948007,0.2030448667175549,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a6,Okara District,6,0.16140393339589534,0.14555047936174717,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a7,Pakpattan District,6,0.16055833218275836,0.14734761487630635,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a8,Rahim Yar Khan District,6,0.06826521844424581,0.1103857492774113,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a9,Rajanpur District,6,0.06008814701227392,0.12563331029207386,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016aa,Rawalpindi District,6,0.22283991773094158,0.2328376650392382,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ab,Sahiwal District,6,0.16478595079514913,0.15353015133425976,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ac,Sargodha District,6,0.17859675979955095,0.17010647812999796,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ad,Sheikhupura District,6,0.18565356081852072,0.17728387537398213,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ae,Sialkot District,6,0.20719252367429256,0.19634050582653614,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016af,Toba Tek Singh District,6,0.16764542662036425,0.1589262827169966,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
