system:index,NDWI_mean,district,month,year,.geo
1_000100000000000016a9,-0.3806778832092038,Rajanpur District,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016aa,-0.47498272635039834,Rawalpindi District,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ab,-0.5228777212804895,Sahiwal District,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ac,-0.5308275874871399,Sargodha District,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ad,-0.5959306861554067,Sheikhupura District,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ae,-0.5391522442074422,Sialkot District,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016af,-0.5196020829263807,Toba Tek Singh District,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016b0,-0.522847230635529,Vehari District,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000168f,-0.385841972833692,Attock District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001690,-0.4758988100329834,Bahawalnagar District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001691,-0.31092346474781285,Bahawalpur District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001692,-0.3945264194915743,Bhakkar District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001693,-0.3818890645384265,Chakwal District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001694,-0.3694100658854691,Dera Ghazi Khan District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001695,-0.539593077920939,Faisalabad District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001696,-0.600913650370792,Gujranwala District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001697,-0.5148361094788856,Gujrat District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001698,-0.6380674545081008,Hafizabad District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001699,-0.5294752511477335,Jhang District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169a,-0.4168480422231504,Jhelum District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169b,-0.546081301026479,Kasur District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169c,-0.5693154369967336,Khanewal District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169d,-0.38206900656081233,Khushab District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169e,-0.45631379138928213,Lahore District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169f,-0.4652870143181477,Layyah District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a0,-0.571404341930397,Lodhran District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a1,-0.573983292670545,Mandi Bahauddin District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a2,-0.4148024859760106,Mianwali District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a3,-0.5464495242605537,Multan District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a4,-0.49207358682158653,Muzaffargarh District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a5,-0.6140823241702931,Narowal District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a6,-0.5287612761292658,Okara District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a7,-0.5368097898822837,Pakpattan District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a8,-0.3699043527741636,Rahim Yar Khan District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a9,-0.33473915167481155,Rajanpur District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016aa,-0.4653898523026337,Rawalpindi District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ab,-0.551166166894671,Sahiwal District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ac,-0.5388707428493507,Sargodha District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ad,-0.6179008431888351,Sheikhupura District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ae,-0.5913207921221392,Sialkot District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016af,-0.5640731506412335,Toba Tek Singh District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016b0,-0.535588884723782,Vehari District,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000168f,-0.3809547682413556,Attock District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001690,-0.28403299485407213,Bahawalnagar District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001691,-0.2390998428192482,Bahawalpur District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001692,-0.302361888453969,Bhakkar District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001693,-0.34807758853728016,Chakwal District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001694,-0.284885127236487,Dera Ghazi Khan District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001695,-0.39729073393049325,Faisalabad District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001696,-0.46858204148594557,Gujranwala District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001697,-0.4491742517573289,Gujrat District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001698,-0.41340787572709675,Hafizabad District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001699,-0.36288436139703284,Jhang District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169a,-0.38986958413742445,Jhelum District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169b,-0.46821434203375,Kasur District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169c,-0.35723751685378846,Khanewal District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169d,-0.30923912707953255,Khushab District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169e,-0.3953213263011349,Lahore District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169f,-0.30500184712867257,Layyah District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a0,-0.32913486222432375,Lodhran District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a1,-0.4587550481824803,Mandi Bahauddin District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a2,-0.3521223581557747,Mianwali District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a3,-0.36267030454754096,Multan District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a4,-0.31818074126254897,Muzaffargarh District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a5,-0.49185303068713376,Narowal District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a6,-0.4609399967370277,Okara District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a7,-0.424129183952696,Pakpattan District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a8,-0.273547734012641,Rahim Yar Khan District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a9,-0.244822454912744,Rajanpur District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016aa,-0.45499438725887587,Rawalpindi District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ab,-0.4122906058068672,Sahiwal District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ac,-0.3998451505920989,Sargodha District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ad,-0.43815463575139274,Sheikhupura District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ae,-0.5061844421587363,Sialkot District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016af,-0.40426169604437884,Toba Tek Singh District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016b0,-0.3889001948439173,Vehari District,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000168f,-0.3247479656107342,Attock District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001690,-0.24845927784430405,Bahawalnagar District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001691,-0.22340046847897194,Bahawalpur District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001692,-0.24057911531348306,Bhakkar District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001693,-0.3059493379291423,Chakwal District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001694,-0.25115531926538853,Dera Ghazi Khan District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001695,-0.3170486433020101,Faisalabad District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001696,-0.3007707360126881,Gujranwala District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001697,-0.3467339337170103,Gujrat District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001698,-0.2680158986439113,Hafizabad District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001699,-0.31038442216493095,Jhang District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169a,-0.32113261062708304,Jhelum District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169b,-0.3697981629720096,Kasur District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169c,-0.3155023882368336,Khanewal District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169d,-0.2759688541917293,Khushab District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169e,-0.308086349638422,Lahore District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169f,-0.24453260766476198,Layyah District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a0,-0.27591600996293697,Lodhran District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a1,-0.34031171659814824,Mandi Bahauddin District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a2,-0.27382036995875264,Mianwali District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a3,-0.3182294428180631,Multan District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a4,-0.2765788943714934,Muzaffargarh District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a5,-0.328588042203207,Narowal District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a6,-0.3807659660419712,Okara District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a7,-0.36002773088942813,Pakpattan District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a8,-0.26535009134236265,Rahim Yar Khan District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a9,-0.22215374547188146,Rajanpur District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016aa,-0.397296398011799,Rawalpindi District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ab,-0.36245942916699164,Sahiwal District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ac,-0.34572827834384345,Sargodha District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ad,-0.2974405024051282,Sheikhupura District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ae,-0.3418150053271718,Sialkot District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016af,-0.3365287482520961,Toba Tek Singh District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016b0,-0.3401747154267149,Vehari District,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000168f,-0.28979121415327747,Attock District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001690,-0.2737036972984029,Bahawalnagar District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001691,-0.22173797694272954,Bahawalpur District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001692,-0.22357804577046175,Bhakkar District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001693,-0.28185281034858845,Chakwal District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001694,-0.23668288925837386,Dera Ghazi Khan District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001695,-0.3232278638701873,Faisalabad District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001696,-0.247180934930677,Gujranwala District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001697,-0.3012468926298006,Gujrat District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001698,-0.2288945643890137,Hafizabad District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001699,-0.289350769442833,Jhang District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169a,-0.28913028460265333,Jhelum District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169b,-0.3372018252292859,Kasur District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169c,-0.3483162508649317,Khanewal District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169d,-0.2485176087426301,Khushab District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169e,-0.2937148873179887,Lahore District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169f,-0.24653559974472264,Layyah District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a0,-0.3457609523343819,Lodhran District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a1,-0.32987794827795236,Mandi Bahauddin District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a2,-0.23794550914630036,Mianwali District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a3,-0.34260426509064407,Multan District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a4,-0.2921000302199037,Muzaffargarh District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a5,-0.28665856672102813,Narowal District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a6,-0.3484648778429655,Okara District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a7,-0.3730011665467588,Pakpattan District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a8,-0.286076613560071,Rahim Yar Khan District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a9,-0.2195648096223032,Rajanpur District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016aa,-0.3473623715319013,Rawalpindi District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ab,-0.3463523713905109,Sahiwal District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ac,-0.33162792854829576,Sargodha District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ad,-0.26043177729015615,Sheikhupura District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ae,-0.28986728031422637,Sialkot District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016af,-0.3189494464066874,Toba Tek Singh District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016b0,-0.35374194542363957,Vehari District,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000168f,-0.28783480434283526,Attock District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001690,-0.34855951384757616,Bahawalnagar District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001691,-0.24961592846228767,Bahawalpur District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001692,-0.2484705519898479,Bhakkar District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001693,-0.30992605505551396,Chakwal District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001694,-0.2610504130920308,Dera Ghazi Khan District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001695,-0.41267251051309956,Faisalabad District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001696,-0.26902786142216595,Gujranwala District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001697,-0.3608677606187526,Gujrat District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001698,-0.22122467425988818,Hafizabad District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001699,-0.3442521017683978,Jhang District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169a,-0.33167489792056637,Jhelum District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169b,-0.3690922563499519,Kasur District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169c,-0.37226405588448336,Khanewal District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169d,-0.27521302229484035,Khushab District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169e,-0.2784467746136422,Lahore District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169f,-0.3087750625141763,Layyah District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a0,-0.45165216773194744,Lodhran District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a1,-0.3944124751584201,Mandi Bahauddin District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a2,-0.28118627771099663,Mianwali District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a3,-0.40970915684616815,Multan District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a4,-0.34014600176606946,Muzaffargarh District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a5,-0.2468792386610788,Narowal District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a6,-0.3917604084577121,Okara District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a7,-0.37073504013063624,Pakpattan District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a8,-0.3485155552487068,Rahim Yar Khan District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a9,-0.2364699418028043,Rajanpur District,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
