system:index,Rainfall_mm,district,month,year,.geo
1_000100000000000016a4,4.079094982435042,Muzaffargarh District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a5,9.298017746119266,Narowal District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a6,3.0792151265230543,Okara District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a7,2.350609656042588,Pakpattan District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a8,2.947924385201749,Rahim Yar Khan District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a9,5.572277283954192,Rajanpur District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016aa,13.237914347878696,Rawalpindi District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ab,4.389536141211011,Sahiwal District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ac,6.355914796986933,Sargodha District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ad,4.675738451705442,Sheikhupura District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ae,4.422617954033379,Sialkot District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016af,6.966089065999785,Toba Tek Singh District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016b0,3.0049204265622795,Vehari District,2,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000168f,100.2233189204697,Attock District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001690,9.122667752496712,Bahawalnagar District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001691,4.064145071279083,Bahawalpur District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001692,28.56302701000636,Bhakkar District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001693,80.6814462798029,Chakwal District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001694,28.2446822755027,Dera Ghazi Khan District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001695,44.078124026021115,Faisalabad District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001696,61.08521626758618,Gujranwala District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001697,71.74927571438282,Gujrat District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001698,50.03844275544366,Hafizabad District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001699,28.69970379552286,Jhang District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169a,76.69034987148889,Jhelum District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169b,45.28427293083226,Kasur District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169c,11.619317196585781,Khanewal District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169d,42.066353925802396,Khushab District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169e,62.3522375363548,Lahore District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169f,26.336348041777136,Layyah District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a0,5.681878906573353,Lodhran District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a1,55.37193148057146,Mandi Bahauddin District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a2,64.7552563257819,Mianwali District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a3,9.0472337437556,Multan District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a4,16.832556951424817,Muzaffargarh District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a5,81.65855644911595,Narowal District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a6,35.01046102078227,Okara District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a7,17.378533453455763,Pakpattan District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a8,6.443269094241209,Rahim Yar Khan District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a9,14.657823776996995,Rajanpur District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016aa,114.31537120293042,Rawalpindi District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ab,23.46575579192775,Sahiwal District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ac,47.545457878211884,Sargodha District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ad,63.45799506937682,Sheikhupura District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ae,84.7751592821204,Sialkot District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016af,20.30054363889401,Toba Tek Singh District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016b0,10.96536046232214,Vehari District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000168f,97.38674393449688,Attock District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001690,11.596277763112422,Bahawalnagar District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001691,17.07447005286781,Bahawalpur District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001692,58.60293304319836,Bhakkar District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001693,87.99477269615738,Chakwal District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001694,40.56132250676143,Dera Ghazi Khan District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001695,23.597582431634432,Faisalabad District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001696,39.80908327678755,Gujranwala District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001697,57.60865179970865,Gujrat District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001698,48.42450420747911,Hafizabad District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001699,29.689248439514735,Jhang District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169a,74.80721194211307,Jhelum District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169b,25.27963605284213,Kasur District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169c,22.19298979817418,Khanewal District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169d,77.48975997631523,Khushab District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169e,28.90552158307618,Lahore District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169f,38.40690922468884,Layyah District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a0,11.329556174108616,Lodhran District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a1,59.17004448293759,Mandi Bahauddin District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a2,99.50064670719419,Mianwali District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a3,25.806550732366848,Multan District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a4,35.85972258381191,Muzaffargarh District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a5,43.605832293839605,Narowal District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a6,16.647402827196156,Okara District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a7,10.615504802006452,Pakpattan District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a8,14.195490506052767,Rahim Yar Khan District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a9,26.642283002763957,Rajanpur District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016aa,97.9321972036211,Rawalpindi District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ab,13.239824700066405,Sahiwal District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ac,67.0572814035655,Sargodha District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ad,35.216733313852494,Sheikhupura District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ae,48.006471708708254,Sialkot District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016af,18.49837547575571,Toba Tek Singh District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016b0,10.241722027360673,Vehari District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000168f,39.85930057524873,Attock District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001690,9.543198012140525,Bahawalnagar District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001691,6.34337186953518,Bahawalpur District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001692,12.72187182943653,Bhakkar District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001693,41.22572976803383,Chakwal District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001694,12.022263747424784,Dera Ghazi Khan District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001695,22.621233646881432,Faisalabad District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001696,45.26989921128422,Gujranwala District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001697,50.72038068274397,Gujrat District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001698,42.51755349590292,Hafizabad District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001699,18.620975941524758,Jhang District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169a,51.47691213060606,Jhelum District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169b,25.02260420179576,Kasur District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169c,13.083711121742732,Khanewal District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169d,36.211156630588505,Khushab District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169e,53.86073221952833,Lahore District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169f,8.140867438262582,Layyah District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a0,7.026094377119856,Lodhran District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a1,45.71217238617801,Mandi Bahauddin District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a2,37.44517075477546,Mianwali District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a3,9.601608784569923,Multan District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a4,9.86896395727938,Muzaffargarh District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a5,48.81046436468474,Narowal District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a6,15.765371315518616,Okara District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a7,18.50621921030736,Pakpattan District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a8,4.79269204508077,Rahim Yar Khan District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a9,6.628002631135476,Rajanpur District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016aa,60.50313436520947,Rawalpindi District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ab,15.554053574152345,Sahiwal District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ac,43.21437903360243,Sargodha District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ad,38.355933926531776,Sheikhupura District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ae,44.201431261557566,Sialkot District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016af,14.667239876926686,Toba Tek Singh District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016b0,14.53817798694216,Vehari District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000168f,39.215856131896714,Attock District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001690,29.051037156732107,Bahawalnagar District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001691,19.43050392054446,Bahawalpur District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001692,21.723894293447245,Bhakkar District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001693,42.11153227650808,Chakwal District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001694,26.908240117066143,Dera Ghazi Khan District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001695,41.10503053866837,Faisalabad District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001696,40.890102123674524,Gujranwala District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001697,61.217299155370405,Gujrat District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001698,33.73083792056695,Hafizabad District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001699,25.29889579180067,Jhang District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169a,58.51979029640958,Jhelum District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169b,46.09572144268902,Kasur District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169c,17.365042749877432,Khanewal District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169d,22.814465013728803,Khushab District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169e,38.72491877944635,Lahore District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169f,16.837899503345856,Layyah District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a0,20.5194027372343,Lodhran District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a1,43.351053512256684,Mandi Bahauddin District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a2,25.235374003492264,Mianwali District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a3,16.20737717170274,Multan District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a4,17.136434137029777,Muzaffargarh District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a5,73.26462748835961,Narowal District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a6,39.488857069738785,Okara District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a7,24.157398927566756,Pakpattan District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a8,34.33293828444239,Rahim Yar Khan District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a9,28.04900795092715,Rajanpur District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016aa,69.16363761461429,Rawalpindi District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ab,20.75217556130903,Sahiwal District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ac,27.170318104157033,Sargodha District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ad,43.5083737385074,Sheikhupura District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ae,63.04164081831405,Sialkot District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016af,22.593850186228735,Toba Tek Singh District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016b0,21.458819875912987,Vehari District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000168f,184.88929028837427,Attock District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001690,82.67641591852842,Bahawalnagar District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001691,57.000978255363854,Bahawalpur District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001692,92.30491383952541,Bhakkar District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001693,186.161394597889,Chakwal District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001694,59.03448169801306,Dera Ghazi Khan District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001695,122.52097290615875,Faisalabad District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001696,262.54907062627706,Gujranwala District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001697,397.3287611694568,Gujrat District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001698,171.71002209246873,Hafizabad District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001699,92.6187950338134,Jhang District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169a,321.12192431848683,Jhelum District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169b,173.9155864028616,Kasur District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169c,55.029028388660215,Khanewal District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169d,139.8655297225559,Khushab District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169e,317.2440636397892,Lahore District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169f,49.80558206619232,Layyah District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a0,33.348920624212575,Lodhran District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a1,245.98561822588138,Mandi Bahauddin District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a2,127.60457435735977,Mianwali District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a3,33.46668692765642,Multan District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a4,35.10325028352298,Muzaffargarh District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a5,486.738391690516,Narowal District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a6,113.97805077489055,Okara District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a7,111.97426278318045,Pakpattan District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a8,25.868761388264232,Rahim Yar Khan District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a9,26.133067553174946,Rajanpur District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016aa,310.82683625183427,Rawalpindi District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ab,103.96957805130904,Sahiwal District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ac,159.55762490035195,Sargodha District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ad,248.54936580557163,Sheikhupura District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ae,426.4247243595058,Sialkot District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016af,76.85519001672058,Toba Tek Singh District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016b0,64.14677744392982,Vehari District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
