system:index,NDWI_mean,district,month,year,.geo
2_0001000000000000169c,-0.5306114020325426,Khanewal District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169d,-0.4095762143157557,Khushab District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169e,-0.4435553359691858,Lahore District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169f,-0.44600546979620537,Layyah District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a0,-0.5205706092486777,Lodhran District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a1,-0.5726342658125397,Mandi Bahauddin District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a2,-0.4199977938052978,Mianwali District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a3,-0.5116030336749332,Multan District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a4,-0.4509254050747178,Muzaffargarh District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a5,-0.6101334874733502,Narowal District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a6,-0.49459285236179523,Okara District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a7,-0.4932516163178862,Pakpattan District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a8,-0.35619967056128954,Rahim Yar Khan District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a9,-0.30919217227017504,Rajanpur District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016aa,-0.4649136563803863,Rawalpindi District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ab,-0.5325724285073458,Sahiwal District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ac,-0.5652157324160323,Sargodha District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ad,-0.6056309497958461,Sheikhupura District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ae,-0.599303251526401,Sialkot District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016af,-0.5731173041148783,Toba Tek Singh District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016b0,-0.5289550905419561,Vehari District,3,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000168f,-0.37729228708756624,Attock District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001690,-0.30356250012161196,Bahawalnagar District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001691,-0.23906817124426155,Bahawalpur District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001692,-0.26968603940035807,Bhakkar District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001693,-0.3686839602360121,Chakwal District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001694,-0.28093400504514143,Dera Ghazi Khan District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001695,-0.3914071330792432,Faisalabad District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001696,-0.4195714971852955,Gujranwala District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001697,-0.4233768454030425,Gujrat District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001698,-0.38648286956616795,Hafizabad District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001699,-0.36826560726831425,Jhang District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169a,-0.3982272369878195,Jhelum District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169b,-0.4366672484518926,Kasur District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169c,-0.37460076724805913,Khanewal District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169d,-0.33488592854849125,Khushab District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169e,-0.36887746186288456,Lahore District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169f,-0.28927580893974086,Layyah District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a0,-0.3556725476326563,Lodhran District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a1,-0.43122929925610065,Mandi Bahauddin District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a2,-0.3152404758994677,Mianwali District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a3,-0.3741867485331634,Multan District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a4,-0.31510996712100814,Muzaffargarh District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a5,-0.43864202408812114,Narowal District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a6,-0.46235234591364993,Okara District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a7,-0.4560551568881321,Pakpattan District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a8,-0.2845079939480603,Rahim Yar Khan District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a9,-0.2385180579968569,Rajanpur District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016aa,-0.4533017908207837,Rawalpindi District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ab,-0.4452531189091154,Sahiwal District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ac,-0.42575302776020996,Sargodha District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ad,-0.4016927472046121,Sheikhupura District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ae,-0.4632059768528524,Sialkot District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016af,-0.3860747539497364,Toba Tek Singh District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016b0,-0.4264199629261826,Vehari District,4,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000168f,-0.319229373142769,Attock District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001690,-0.2619337173346672,Bahawalnagar District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001691,-0.22200551306430233,Bahawalpur District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001692,-0.24750730326816792,Bhakkar District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001693,-0.3278174091386821,Chakwal District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001694,-0.25928669850655334,Dera Ghazi Khan District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001695,-0.3554683148988129,Faisalabad District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001696,-0.3188684705280117,Gujranwala District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001697,-0.33062833153742427,Gujrat District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001698,-0.2838205126323088,Hafizabad District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001699,-0.323717796113656,Jhang District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169a,-0.3430182090797156,Jhelum District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169b,-0.3994385397825185,Kasur District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169c,-0.3520413729485604,Khanewal District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169d,-0.30522620778449505,Khushab District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169e,-0.32447810764965324,Lahore District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169f,-0.26435439269622146,Layyah District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a0,-0.31952328082537923,Lodhran District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a1,-0.3618742722915461,Mandi Bahauddin District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a2,-0.2751126197960914,Mianwali District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a3,-0.3479713546651279,Multan District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a4,-0.3025618862804886,Muzaffargarh District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a5,-0.3445123168531616,Narowal District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a6,-0.4233943260480878,Okara District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a7,-0.40593687761212427,Pakpattan District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a8,-0.2715560383984242,Rahim Yar Khan District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a9,-0.22434857636587724,Rajanpur District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016aa,-0.38356432166170923,Rawalpindi District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ab,-0.3997649920585784,Sahiwal District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ac,-0.3619936378145675,Sargodha District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ad,-0.316574261264329,Sheikhupura District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ae,-0.3575777764206487,Sialkot District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016af,-0.36429875198694406,Toba Tek Singh District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016b0,-0.37094768370209485,Vehari District,5,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000168f,-0.3102343451097643,Attock District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001690,-0.28926211766529736,Bahawalnagar District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001691,-0.2296095370046934,Bahawalpur District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001692,-0.2597834267708446,Bhakkar District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001693,-0.3413636498811312,Chakwal District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001694,-0.24602555795507133,Dera Ghazi Khan District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001695,-0.36895731006418725,Faisalabad District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001696,-0.27732361918040327,Gujranwala District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001697,-0.3436228408063278,Gujrat District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001698,-0.2709651226096291,Hafizabad District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001699,-0.33497614027183803,Jhang District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169a,-0.33362413069518226,Jhelum District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169b,-0.3666744656522141,Kasur District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169c,-0.36933429892008396,Khanewal District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169d,-0.28887384142031053,Khushab District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169e,-0.31775191884488485,Lahore District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169f,-0.2747986035423889,Layyah District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a0,-0.3455452056226538,Lodhran District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a1,-0.373476637461312,Mandi Bahauddin District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a2,-0.2732548697628828,Mianwali District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a3,-0.34865956158246947,Multan District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a4,-0.3258692030635066,Muzaffargarh District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a5,-0.3090093289461036,Narowal District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a6,-0.35499310457192573,Okara District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a7,-0.34630105336216743,Pakpattan District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a8,-0.30443977899658703,Rahim Yar Khan District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a9,-0.2257087434145639,Rajanpur District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016aa,-0.39738628797697634,Rawalpindi District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ab,-0.3648887685738495,Sahiwal District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ac,-0.3902665854816217,Sargodha District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ad,-0.28070512181206153,Sheikhupura District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ae,-0.32887642694756475,Sialkot District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016af,-0.34837476112949267,Toba Tek Singh District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016b0,-0.3552507786827095,Vehari District,6,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000168f,-0.3062068522162492,Attock District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001690,-0.3255589899473545,Bahawalnagar District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001691,-0.24394842218409094,Bahawalpur District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001692,-0.26245844012334224,Bhakkar District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001693,-0.3383106170684732,Chakwal District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001694,-0.25319400674792686,Dera Ghazi Khan District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001695,-0.3463134629300351,Faisalabad District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001696,-0.3032179521117965,Gujranwala District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001697,-0.29041034176302255,Gujrat District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001698,-0.2561355315935009,Hafizabad District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001699,-0.33920782123762533,Jhang District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169a,-0.31387308173594847,Jhelum District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169b,-0.3614179900996138,Kasur District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169c,-0.3787181349831712,Khanewal District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169d,-0.27652920516159496,Khushab District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169e,-0.3218483279588165,Lahore District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169f,-0.2796868371942667,Layyah District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a0,-0.34113490604620667,Lodhran District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a1,-0.3589594499266844,Mandi Bahauddin District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a2,-0.2933389380371129,Mianwali District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a3,-0.35563382256468984,Multan District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a4,-0.34134950788097573,Muzaffargarh District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a5,-0.29275534465027714,Narowal District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a6,-0.28632263173133066,Okara District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a7,-0.32490187357286454,Pakpattan District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a8,-0.340204931512795,Rahim Yar Khan District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a9,-0.23825564815528072,Rajanpur District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
