system:index,NDVI_mean,district,month,year,.geo
1_00010000000000001690,0.48818747470493096,Bahawalnagar District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001691,0.2611165287903295,Bahawalpur District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001692,0.3621683000007628,Bhakkar District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001693,0.3234284154409334,Chakwal District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001694,0.3255449445171428,Dera Ghazi Khan District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001695,0.5335536932232777,Faisalabad District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001696,0.634668673845243,Gujranwala District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001697,0.5021026336037473,Gujrat District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001698,0.7095262505113751,Hafizabad District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001699,0.518082495501532,Jhang District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169a,0.34468371385607666,Jhelum District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169b,0.5080410870117869,Kasur District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169c,0.6143218554408334,Khanewal District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169d,0.35650772921742185,Khushab District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169e,0.403950764712388,Lahore District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169f,0.4427336204809425,Layyah District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a0,0.6045990321017664,Lodhran District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a1,0.5990971034588237,Mandi Bahauddin District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a2,0.3981885083730138,Mianwali District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a3,0.5628446802821424,Multan District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a4,0.48500453335954957,Muzaffargarh District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a5,0.5787777414114785,Narowal District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a6,0.516092665184086,Okara District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a7,0.5303587196343041,Pakpattan District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a8,0.36355982429667894,Rahim Yar Khan District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a9,0.3121261948675746,Rajanpur District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016aa,0.44550324862934243,Rawalpindi District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ab,0.5466581017273998,Sahiwal District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ac,0.5661154259851253,Sargodha District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ad,0.6510954561421484,Sheikhupura District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ae,0.6020296597756079,Sialkot District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016af,0.567404071067089,Toba Tek Singh District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016b0,0.5197091666572756,Vehari District,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000168f,0.31629072511641665,Attock District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001690,0.4304534190802058,Bahawalnagar District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001691,0.2064230341930133,Bahawalpur District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001692,0.3676117183600848,Bhakkar District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001693,0.3213166820426445,Chakwal District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001694,0.300192118894379,Dera Ghazi Khan District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001695,0.5360521748982401,Faisalabad District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001696,0.6679604755173669,Gujranwala District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001697,0.5156187454831361,Gujrat District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001698,0.706933700158451,Hafizabad District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001699,0.5323216305787838,Jhang District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169a,0.3630956954742727,Jhelum District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169b,0.5152465692282686,Kasur District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169c,0.5415900533325955,Khanewal District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169d,0.35405600042040875,Khushab District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169e,0.421365061563103,Lahore District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169f,0.43791552120059535,Layyah District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a0,0.5408491759579396,Lodhran District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a1,0.6358214576924635,Mandi Bahauddin District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a2,0.38991136615636107,Mianwali District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a3,0.5268054362049127,Multan District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a4,0.44002750306446564,Muzaffargarh District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a5,0.6636175093474552,Narowal District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a6,0.5132998750191694,Okara District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a7,0.527133780808161,Pakpattan District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a8,0.2747269934814964,Rahim Yar Khan District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a9,0.245251966104545,Rajanpur District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016aa,0.4533232574693079,Rawalpindi District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ab,0.5115421992394179,Sahiwal District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ac,0.5802665242456718,Sargodha District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ad,0.6637439422868405,Sheikhupura District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ae,0.650322348034057,Sialkot District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016af,0.5418424413491523,Toba Tek Singh District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016b0,0.5358331060859123,Vehari District,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000168f,0.2928554757900512,Attock District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001690,0.205456086428571,Bahawalnagar District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001691,0.14345614100164777,Bahawalpur District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001692,0.2064569399765663,Bhakkar District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001693,0.3003417588792811,Chakwal District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001694,0.1973090256943343,Dera Ghazi Khan District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001695,0.3250452069586093,Faisalabad District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001696,0.3882804971310929,Gujranwala District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001697,0.3863516694244856,Gujrat District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001698,0.28156526029815404,Hafizabad District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001699,0.3164161043480516,Jhang District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169a,0.3345084673850229,Jhelum District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169b,0.4272756552368189,Kasur District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169c,0.32405476603805916,Khanewal District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169d,0.2540355574602151,Khushab District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169e,0.3420943752657388,Lahore District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169f,0.21856267971812335,Layyah District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a0,0.304460034298258,Lodhran District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a1,0.38475010474051363,Mandi Bahauddin District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a2,0.23671938152664623,Mianwali District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a3,0.32920627757112,Multan District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a4,0.2603613002075166,Muzaffargarh District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a5,0.436823916729423,Narowal District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a6,0.4542170460528252,Okara District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a7,0.45003908243144775,Pakpattan District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a8,0.18453992830384158,Rahim Yar Khan District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a9,0.16290558037625993,Rajanpur District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016aa,0.39800258600266647,Rawalpindi District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ab,0.39577800204181934,Sahiwal District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ac,0.3796619549682053,Sargodha District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ad,0.3488036059734887,Sheikhupura District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ae,0.464235803214406,Sialkot District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016af,0.3285699304892475,Toba Tek Singh District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016b0,0.42380379227191844,Vehari District,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000168f,0.24086809269630519,Attock District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001690,0.1689498164000849,Bahawalnagar District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001691,0.12021045598233612,Bahawalpur District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001692,0.17076280340981892,Bhakkar District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001693,0.26802446964917337,Chakwal District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001694,0.1957101878167791,Dera Ghazi Khan District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001695,0.2864643845346938,Faisalabad District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001696,0.25431511666572315,Gujranwala District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001697,0.3125430401157083,Gujrat District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001698,0.22342060052056004,Hafizabad District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001699,0.2556780113979407,Jhang District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169a,0.27842964808627146,Jhelum District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169b,0.3524240394846766,Kasur District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169c,0.2724714350317987,Khanewal District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169d,0.22082355887224625,Khushab District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169e,0.2602414545414439,Lahore District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169f,0.19594231456111602,Layyah District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a0,0.2361585272245601,Lodhran District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a1,0.3234317080585321,Mandi Bahauddin District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a2,0.20093680558436922,Mianwali District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a3,0.2631344972893666,Multan District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a4,0.23044006215026633,Muzaffargarh District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a5,0.23330977691125854,Narowal District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a6,0.3896865133980537,Okara District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a7,0.36162195114211293,Pakpattan District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a8,0.17631884440308032,Rahim Yar Khan District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a9,0.14965251740223337,Rajanpur District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016aa,0.34983734075010314,Rawalpindi District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ab,0.3375011623125552,Sahiwal District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ac,0.3117177392563346,Sargodha District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ad,0.23786581371084226,Sheikhupura District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ae,0.28389319859007056,Sialkot District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016af,0.28513942505239603,Toba Tek Singh District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016b0,0.3366190450546181,Vehari District,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000168f,0.22719088050353262,Attock District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001690,0.2634033899041196,Bahawalnagar District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001691,0.15971534407439228,Bahawalpur District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001692,0.171392374051109,Bhakkar District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001693,0.23413415884505875,Chakwal District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001694,0.18172961578090258,Dera Ghazi Khan District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001695,0.3253490060044991,Faisalabad District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001696,0.23119254292506392,Gujranwala District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001697,0.2885241392564614,Gujrat District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001698,0.19192925030607744,Hafizabad District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001699,0.27199535215054255,Jhang District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169a,0.23840217619439644,Jhelum District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169b,0.3285304525514332,Kasur District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169c,0.35564979561528615,Khanewal District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169d,0.2142318099895411,Khushab District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169e,0.27648252257329037,Lahore District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169f,0.21325056489929453,Layyah District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a0,0.3355274268295646,Lodhran District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a1,0.3162696827582765,Mandi Bahauddin District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a2,0.20202000787041555,Mianwali District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a3,0.31564273275063376,Multan District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a4,0.27865816766052187,Muzaffargarh District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a5,0.2197048856247207,Narowal District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a6,0.3499156773433099,Okara District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a7,0.3899828534434634,Pakpattan District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a8,0.2690717305595509,Rahim Yar Khan District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a9,0.17718774985950234,Rajanpur District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016aa,0.3154977309381498,Rawalpindi District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ab,0.38139309136924804,Sahiwal District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ac,0.31890155446131485,Sargodha District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ad,0.22566879325309874,Sheikhupura District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ae,0.29703872633763256,Sialkot District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016af,0.3161050397042418,Toba Tek Singh District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016b0,0.38229325070615316,Vehari District,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000168f,0.28493159811499885,Attock District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001690,0.336819778172176,Bahawalnagar District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001691,0.18667888641053024,Bahawalpur District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001692,0.2194307521130927,Bhakkar District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001693,0.30765906452900293,Chakwal District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001694,0.20787168635074826,Dera Ghazi Khan District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001695,0.37827060880936303,Faisalabad District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001696,0.3326034055228588,Gujranwala District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001697,0.41684026533481244,Gujrat District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001698,0.23056652243032966,Hafizabad District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001699,0.31363148422011394,Jhang District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169a,0.3151688157869877,Jhelum District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169b,0.3973504418438202,Kasur District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169c,0.37058914086208655,Khanewal District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169d,0.22131523046192159,Khushab District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169e,0.31005373494599514,Lahore District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169f,0.271790714644313,Layyah District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a0,0.37358113880204624,Lodhran District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a1,0.3852568438929979,Mandi Bahauddin District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a2,0.2348998992183282,Mianwali District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a3,0.3663027947934558,Multan District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a4,0.3205584484339022,Muzaffargarh District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a5,0.2204473213686026,Narowal District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a6,0.3194554686293445,Okara District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a7,0.35588016823758695,Pakpattan District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a8,0.3260190187803497,Rahim Yar Khan District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a9,0.1849184036904037,Rajanpur District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016aa,0.4180718873354349,Rawalpindi District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ab,0.2627666848031768,Sahiwal District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ac,0.3665345563119376,Sargodha District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ad,0.2622502588587996,Sheikhupura District,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
