system:index,Temperature_C,district,month,year,.geo
7_0001000000000000169f,34.775298266750696,Layyah District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a0,34.38501031438287,Lodhran District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a1,30.642315635937365,Mandi Bahauddin District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a2,32.26969556412319,Mianwali District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a3,34.316688168806685,Multan District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a4,34.48249141394903,Muzaffargarh District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a5,28.787993111703237,Narowal District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a6,31.576638178631427,Okara District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a7,32.43958547468799,Pakpattan District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a8,34.20722309847717,Rahim Yar Khan District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a9,34.09443034434662,Rajanpur District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016aa,28.463311921548485,Rawalpindi District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016ab,32.80285531127746,Sahiwal District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016ac,31.757991070112766,Sargodha District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016ad,30.653570005947167,Sheikhupura District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016ae,29.09660866746835,Sialkot District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016af,33.14787656267077,Toba Tek Singh District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016b0,33.94178960925777,Vehari District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
