system:index,Temperature_C,district,month,year,.geo
3_0001000000000000169a,27.721728347873633,Jhelum District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169b,29.55757202568852,Kasur District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169c,31.1772320944262,Khanewal District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169d,29.606060519922103,Khushab District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169e,29.107446126720323,Lahore District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169f,31.293038588397526,Layyah District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a0,31.628761967064445,Lodhran District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a1,29.510377612144413,Mandi Bahauddin District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a2,29.08404806718763,Mianwali District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a3,31.421604047171435,Multan District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a4,31.144951629095967,Muzaffargarh District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a5,27.280307387679535,Narowal District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a6,29.976959263810993,Okara District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a7,30.372598773161474,Pakpattan District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a8,32.789013133238626,Rahim Yar Khan District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a9,31.67325754857411,Rajanpur District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016aa,24.5167781770203,Rawalpindi District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ab,30.315386756932096,Sahiwal District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ac,29.958265827626292,Sargodha District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ad,29.563994055504477,Sheikhupura District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ae,27.615773345214237,Sialkot District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016af,30.22881076519134,Toba Tek Singh District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016b0,31.043887063198,Vehari District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000168f,30.790512525536858,Attock District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001690,34.359588993726156,Bahawalnagar District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001691,35.748943192325804,Bahawalpur District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001692,33.68564591214966,Bhakkar District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001693,30.88041296436516,Chakwal District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001694,32.32123893114004,Dera Ghazi Khan District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001695,32.7520167514146,Faisalabad District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001696,32.18317262659916,Gujranwala District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001697,31.302376076093683,Gujrat District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001698,32.72576726243513,Hafizabad District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001699,33.45640052639031,Jhang District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169a,31.13095691656659,Jhelum District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169b,32.21224883794702,Kasur District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169c,34.16354604239878,Khanewal District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169d,32.39765909093537,Khushab District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169e,31.935741440293715,Lahore District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169f,34.25425810227451,Layyah District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a0,34.603795687211374,Lodhran District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a1,32.55089060788309,Mandi Bahauddin District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a2,32.26763518068784,Mianwali District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a3,34.633792286102626,Multan District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a4,34.44841089725452,Muzaffargarh District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a5,30.637627028253444,Narowal District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a6,32.96726446807267,Okara District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a7,33.522021426410014,Pakpattan District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a8,35.832874034973365,Rahim Yar Khan District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a9,34.39662131927501,Rajanpur District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016aa,28.612337766960685,Rawalpindi District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ab,33.47224673733295,Sahiwal District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ac,32.61504556801218,Sargodha District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ad,32.35515962380945,Sheikhupura District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ae,31.24579949758792,Sialkot District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016af,33.29092915499425,Toba Tek Singh District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016b0,34.041638784640334,Vehari District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000168f,33.58292777857428,Attock District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001690,35.18674151001555,Bahawalnagar District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001691,36.41581187233166,Bahawalpur District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001692,36.38041658033962,Bhakkar District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001693,33.0250727977627,Chakwal District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001694,34.77598970739389,Dera Ghazi Khan District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001695,33.966182731295554,Faisalabad District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001696,33.48262609491926,Gujranwala District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001697,32.527660081435705,Gujrat District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001698,33.871326396774364,Hafizabad District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001699,35.063602375739734,Jhang District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169a,32.828039266412645,Jhelum District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169b,33.30839965250367,Kasur District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169c,35.648345834984035,Khanewal District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169d,34.3213557623876,Khushab District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169e,33.28979619605577,Lahore District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169f,36.60502525173869,Layyah District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a0,36.084196127133616,Lodhran District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a1,33.72990053913277,Mandi Bahauddin District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a2,34.782634740247836,Mianwali District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a3,36.31195802742471,Multan District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a4,36.34619481272904,Muzaffargarh District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a5,31.80781800569224,Narowal District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a6,33.88087513194742,Okara District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a7,34.3998157960157,Pakpattan District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a8,36.373512482831465,Rahim Yar Khan District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a9,35.867267699732295,Rajanpur District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016aa,31.153177931715142,Rawalpindi District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ab,34.471230637141126,Sahiwal District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ac,34.11548768387998,Sargodha District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ad,33.63474801761423,Sheikhupura District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ae,32.30577200482607,Sialkot District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016af,34.63074881293947,Toba Tek Singh District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016b0,35.24142375703613,Vehari District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000168f,29.230766818444074,Attock District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001690,32.38380996528134,Bahawalnagar District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001691,33.987289047558,Bahawalpur District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001692,33.22085356518355,Bhakkar District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001693,28.860099990520837,Chakwal District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001694,32.18123722702816,Dera Ghazi Khan District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001695,30.9518767590511,Faisalabad District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001696,29.493565559098208,Gujranwala District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001697,28.832279634242727,Gujrat District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001698,30.104107233433766,Hafizabad District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001699,32.027128596920434,Jhang District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169a,28.76483581811607,Jhelum District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169b,29.981453855632193,Kasur District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169c,33.00050719022148,Khanewal District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169d,30.70886581507934,Khushab District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169e,29.58190465116324,Lahore District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169f,33.81532062550284,Layyah District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a0,33.98495116708421,Lodhran District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a1,29.66137187744629,Mandi Bahauddin District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a2,30.92898165044567,Mianwali District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a3,34.065280058611684,Multan District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a4,34.288105308396716,Muzaffargarh District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a5,28.504511601869268,Narowal District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a6,30.730771947755617,Okara District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a7,31.523170283139972,Pakpattan District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a8,34.83551032090212,Rahim Yar Khan District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a9,34.15294826845087,Rajanpur District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016aa,27.431312881583978,Rawalpindi District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ab,31.638619528153374,Sahiwal District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ac,30.67638852312646,Sargodha District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ad,30.040749320114728,Sheikhupura District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ae,28.79355595105846,Sialkot District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016af,31.9747718892812,Toba Tek Singh District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016b0,32.80012531980529,Vehari District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
