system:index,NDVI_mean,district,month,year,.geo
1_000100000000000016ab,0.5533518595146126,Sahiwal District,2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ac,0.571473166624851,Sargodha District,2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ad,0.622831616856371,Sheikhupura District,2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ae,0.583520698137526,Sialkot District,2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016af,0.5997687258462557,Toba Tek Singh District,2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016b0,0.5610007847839729,Vehari District,2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000168f,0.38118017895714706,Attock District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001690,0.4000439423657239,Bahawalnagar District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001691,0.19624537185333202,Bahawalpur District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001692,0.36013236651359476,Bhakkar District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001693,0.352713514309053,Chakwal District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001694,0.2612349452981383,Dera Ghazi Khan District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001695,0.5130359968508248,Faisalabad District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001696,0.6090384211768212,Gujranwala District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001697,0.5143991639822498,Gujrat District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001698,0.6385349222179975,Hafizabad District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001699,0.49002805000040395,Jhang District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169a,0.4154815726485481,Jhelum District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169b,0.5014020872971355,Kasur District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169c,0.5322293360542614,Khanewal District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169d,0.37884215661247045,Khushab District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169e,0.4427397045195217,Lahore District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169f,0.39625344687190545,Layyah District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a0,0.5275851304341462,Lodhran District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a1,0.586140982429797,Mandi Bahauddin District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a2,0.4186347261623478,Mianwali District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a3,0.4917642743358743,Multan District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a4,0.40220178883741003,Muzaffargarh District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a5,0.622049235218892,Narowal District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a6,0.5045982424314802,Okara District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a7,0.5274824684354964,Pakpattan District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a8,0.2683633196158496,Rahim Yar Khan District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a9,0.21257889726362725,Rajanpur District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016aa,0.4953593252285539,Rawalpindi District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ab,0.5195785116013945,Sahiwal District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ac,0.5463041504335954,Sargodha District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ad,0.6192913427013508,Sheikhupura District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ae,0.6172720243210617,Sialkot District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016af,0.5186216178542767,Toba Tek Singh District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016b0,0.5243075610531297,Vehari District,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000168f,0.24332309764640195,Attock District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001690,0.17299817819886826,Bahawalnagar District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001691,0.11401762196809677,Bahawalpur District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001692,0.17929517528666308,Bhakkar District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001693,0.24781749827676225,Chakwal District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001694,0.16627205039943047,Dera Ghazi Khan District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001695,0.29221969220173605,Faisalabad District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001696,0.3272260880905012,Gujranwala District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001697,0.34151916615714717,Gujrat District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001698,0.2859970687247813,Hafizabad District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001699,0.2835636190147468,Jhang District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169a,0.3006949292931012,Jhelum District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169b,0.37115534939836914,Kasur District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169c,0.2792881368031808,Khanewal District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169d,0.23154103951565067,Khushab District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169e,0.3109915729899881,Lahore District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169f,0.20326974218081725,Layyah District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a0,0.24950894405172616,Lodhran District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a1,0.3655965451055477,Mandi Bahauddin District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a2,0.23126068698246321,Mianwali District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a3,0.2744211774829753,Multan District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a4,0.22435975925741447,Muzaffargarh District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a5,0.3624858326388639,Narowal District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a6,0.3978122401538276,Okara District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a7,0.3831490405417572,Pakpattan District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a8,0.16086641736976745,Rahim Yar Khan District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a9,0.12058051618862771,Rajanpur District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016aa,0.38614609157970653,Rawalpindi District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ab,0.3467673700049986,Sahiwal District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ac,0.34552389699853286,Sargodha District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ad,0.3123017513381659,Sheikhupura District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ae,0.3767808062565692,Sialkot District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016af,0.29990525911076676,Toba Tek Singh District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016b0,0.3507589768968681,Vehari District,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000168f,0.18154517021069713,Attock District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001690,0.14901311989462288,Bahawalnagar District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001691,0.09982098594591075,Bahawalpur District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001692,0.13557135441539256,Bhakkar District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001693,0.19172586593859464,Chakwal District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001694,0.11685508095157808,Dera Ghazi Khan District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001695,0.272938766180689,Faisalabad District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001696,0.21284825368192767,Gujranwala District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001697,0.23603692686164557,Gujrat District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001698,0.19443580174367525,Hafizabad District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001699,0.24654715591601561,Jhang District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169a,0.2167434127647252,Jhelum District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169b,0.3154689546116078,Kasur District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169c,0.25047486302250227,Khanewal District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169d,0.17684191594225418,Khushab District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169e,0.2457712786290092,Lahore District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169f,0.1543053931849567,Layyah District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a0,0.20775769259141708,Lodhran District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a1,0.2753656143136245,Mandi Bahauddin District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a2,0.16273258532408186,Mianwali District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a3,0.23101336174885043,Multan District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a4,0.19914896453928654,Muzaffargarh District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a5,0.2055204922234758,Narowal District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a6,0.3336809481161038,Okara District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a7,0.32646546817262023,Pakpattan District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a8,0.16287605576030395,Rahim Yar Khan District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a9,0.10611677299883031,Rajanpur District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016aa,0.2718755383927524,Rawalpindi District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ab,0.309918643143862,Sahiwal District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ac,0.27624446765920746,Sargodha District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ad,0.2155579819909351,Sheikhupura District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ae,0.23787234752921516,Sialkot District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016af,0.26838674703079546,Toba Tek Singh District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016b0,0.3025970138207375,Vehari District,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000168f,0.15726952166757785,Attock District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001690,0.18802548151737997,Bahawalnagar District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001691,0.11002236752682558,Bahawalpur District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001692,0.16259396750637412,Bhakkar District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001693,0.1739005006112196,Chakwal District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001694,0.13338997158563956,Dera Ghazi Khan District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001695,0.3230730349460092,Faisalabad District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001696,0.20539163109473263,Gujranwala District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001697,0.21864518245741382,Gujrat District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001698,0.1876476641888827,Hafizabad District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001699,0.2712486666212946,Jhang District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169a,0.1971737269090558,Jhelum District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169b,0.3039219734795241,Kasur District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169c,0.34104468962994844,Khanewal District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169d,0.16400837097053333,Khushab District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169e,0.24876722079584482,Lahore District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169f,0.20988159035378248,Layyah District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a0,0.2964882241067323,Lodhran District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a1,0.2758796376644947,Mandi Bahauddin District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a2,0.165304827980199,Mianwali District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a3,0.302852633190719,Multan District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a4,0.2620291376651062,Muzaffargarh District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a5,0.1803027645344828,Narowal District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a6,0.29684627584456635,Okara District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a7,0.31017934425633253,Pakpattan District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a8,0.2190999807216946,Rahim Yar Khan District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a9,0.13702608114909418,Rajanpur District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016aa,0.2506953308087625,Rawalpindi District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ab,0.32219236652761396,Sahiwal District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ac,0.2944287979968608,Sargodha District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ad,0.21548575086593946,Sheikhupura District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ae,0.22169778468317106,Sialkot District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016af,0.3022885075745003,Toba Tek Singh District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016b0,0.3060864089126925,Vehari District,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000168f,0.22704913594231269,Attock District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001690,0.30613180858478695,Bahawalnagar District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001691,0.18481469293246333,Bahawalpur District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001692,0.1290233691685732,Bhakkar District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001693,0.21288062614658992,Chakwal District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001694,0.14655219947362477,Dera Ghazi Khan District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001695,0.3312545426384055,Faisalabad District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001696,0.2251594346782893,Gujranwala District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001697,0.3649777874689866,Gujrat District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001698,0.16046682178160707,Hafizabad District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001699,0.31251634670417067,Jhang District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169a,0.2765944255022674,Jhelum District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169b,0.4028564430791928,Kasur District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169c,0.4532452425956785,Khanewal District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169d,0.18470211931344577,Khushab District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169e,0.31691824356892295,Lahore District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169f,0.21418319784769627,Layyah District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a0,0.49029718570013336,Lodhran District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a1,0.3395796295386992,Mandi Bahauddin District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a2,0.24776161150368473,Mianwali District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a3,0.4326989011958175,Multan District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a4,0.3352120210329026,Muzaffargarh District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a5,,Narowal District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a6,0.2809883310661022,Okara District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a7,0.1982807773143376,Pakpattan District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a8,0.29925180212325336,Rahim Yar Khan District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a9,0.1808720709876828,Rajanpur District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016aa,0.348260172533313,Rawalpindi District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ab,0.29603722477285144,Sahiwal District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ac,0.3574346316153589,Sargodha District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ad,0.1868576135870902,Sheikhupura District,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
