system:index,SoilMoisture,district,month,year,.geo
0_000100000000000016ab,0.14994508972759968,Sahiwal District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ac,0.13991161799467444,Sargodha District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ad,0.16982985751886273,Sheikhupura District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ae,0.23211613935804978,Sialkot District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016af,0.13646997202521638,Toba Tek Singh District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016b0,0.1347555721893618,Vehari District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000168f,0.1893426920149248,Attock District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001690,0.10572176621406851,Bahawalnagar District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001691,0.05593675279079635,Bahawalpur District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001692,0.09734958196553749,Bhakkar District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001693,0.1959348868573413,Chakwal District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001694,0.08467419692517329,Dera Ghazi Khan District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001695,0.16644255393687507,Faisalabad District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001696,0.18977133912141195,Gujranwala District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001697,0.20042525249740495,Gujrat District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001698,0.16963749178339568,Hafizabad District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001699,0.1518795902195723,Jhang District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169a,0.20205934966800784,Jhelum District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169b,0.17191313905638508,Kasur District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169c,0.15211977973924468,Khanewal District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169d,0.13898706900508823,Khushab District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169e,0.1802664912004428,Lahore District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169f,0.08613584227530806,Layyah District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a0,0.1422865155126947,Lodhran District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a1,0.17905913288378544,Mandi Bahauddin District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a2,0.14873077795739836,Mianwali District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a3,0.14409196564357862,Multan District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a4,0.10878424330969456,Muzaffargarh District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a5,0.22814269019585143,Narowal District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a6,0.1576184031491498,Okara District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a7,0.1478315253209352,Pakpattan District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a8,0.07279559546965338,Rahim Yar Khan District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a9,0.06095288963917496,Rajanpur District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016aa,0.24885162309172273,Rawalpindi District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ab,0.1576979573489737,Sahiwal District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ac,0.1725119427343619,Sargodha District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ad,0.1729824981815237,Sheikhupura District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ae,0.2278125110339329,Sialkot District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016af,0.16071249536303372,Toba Tek Singh District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016b0,0.14959955875390485,Vehari District,2,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000168f,0.26223616340152933,Attock District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001690,0.10723582606114519,Bahawalnagar District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001691,0.054064685881018926,Bahawalpur District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001692,0.08521406036839035,Bhakkar District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001693,0.23693863462957465,Chakwal District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001694,0.08833340487805547,Dera Ghazi Khan District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001695,0.17172828963240427,Faisalabad District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001696,0.2145164240730395,Gujranwala District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001697,0.26707562489346287,Gujrat District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001698,0.18150045980630547,Hafizabad District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001699,0.1486343805751507,Jhang District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169a,0.2513019040356706,Jhelum District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169b,0.17307639602376224,Kasur District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169c,0.15246040383031856,Khanewal District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169d,0.14609368389353083,Khushab District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169e,0.1869563146427109,Lahore District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169f,0.07715884273067974,Layyah District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a0,0.1364054157911319,Lodhran District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a1,0.20522690388008866,Mandi Bahauddin District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a2,0.17286130205304753,Mianwali District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a3,0.14385807958153354,Multan District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a4,0.10592653516152471,Muzaffargarh District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a5,0.2634900784310229,Narowal District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a6,0.15851095100571758,Okara District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a7,0.15150506391558521,Pakpattan District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a8,0.07406104689119482,Rahim Yar Khan District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016a9,0.05843269772273565,Rajanpur District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016aa,0.32812571460545836,Rawalpindi District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ab,0.15756114488672346,Sahiwal District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ac,0.18479125189237994,Sargodha District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ad,0.1857937830147701,Sheikhupura District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016ae,0.27341064760367073,Sialkot District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016af,0.16028462985170722,Toba Tek Singh District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000100000000000016b0,0.14699976957886343,Vehari District,3,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000168f,0.16675581100031325,Attock District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001690,0.09509732387653486,Bahawalnagar District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001691,0.046990270795019905,Bahawalpur District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001692,0.05528303170572663,Bhakkar District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001693,0.15767915499861296,Chakwal District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001694,0.04578059482473294,Dera Ghazi Khan District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001695,0.14089887366532683,Faisalabad District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001696,0.13796020953205393,Gujranwala District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001697,0.14957060505869466,Gujrat District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001698,0.13974043468788522,Hafizabad District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00010000000000001699,0.12015959198782551,Jhang District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169a,0.15435345017999805,Jhelum District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169b,0.14022669841191768,Kasur District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169c,0.12343499061955929,Khanewal District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169d,0.1014469725261107,Khushab District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169e,0.13515026591013246,Lahore District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0001000000000000169f,0.05637992519189176,Layyah District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a0,0.12050789294959374,Lodhran District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a1,0.14128085076943458,Mandi Bahauddin District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a2,0.10041879248957264,Mianwali District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a3,0.12021437626455739,Multan District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a4,0.0861189883491506,Muzaffargarh District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a5,0.1522492750509443,Narowal District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a6,0.13363072582541718,Okara District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a7,0.12908261275525718,Pakpattan District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a8,0.06886211934464768,Rahim Yar Khan District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016a9,0.04833038992500979,Rajanpur District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016aa,0.2186247595420329,Rawalpindi District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ab,0.13569755338820183,Sahiwal District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ac,0.1418653233362667,Sargodha District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ad,0.13543978353007896,Sheikhupura District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016ae,0.15151269289782615,Sialkot District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016af,0.13687681905906915,Toba Tek Singh District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_000100000000000016b0,0.12279648832553651,Vehari District,4,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000168f,0.15621706074550096,Attock District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001690,0.09823420163942441,Bahawalnagar District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001691,0.04905507647344574,Bahawalpur District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001692,0.0617303536992639,Bhakkar District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001693,0.1638824851560542,Chakwal District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001694,0.05666967059079731,Dera Ghazi Khan District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001695,0.14349202877056294,Faisalabad District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001696,0.16609325076244066,Gujranwala District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001697,0.13814665498008608,Gujrat District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001698,0.14747978244418813,Hafizabad District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00010000000000001699,0.12341341571558383,Jhang District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169a,0.14414709980222506,Jhelum District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169b,0.14376247989446417,Kasur District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169c,0.13061760836280403,Khanewal District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169d,0.108485100375714,Khushab District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169e,0.14919970648839923,Lahore District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0001000000000000169f,0.06154513546229706,Layyah District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a0,0.12711752142764784,Lodhran District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a1,0.1401705248645603,Mandi Bahauddin District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a2,0.11053858164708967,Mianwali District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a3,0.1266609478148373,Multan District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a4,0.09087268978527394,Muzaffargarh District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a5,0.1742615831183324,Narowal District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a6,0.13710934528172797,Okara District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a7,0.13063455780466365,Pakpattan District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a8,0.07145862202100192,Rahim Yar Khan District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016a9,0.05104448146758039,Rajanpur District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016aa,0.19599786025066687,Rawalpindi District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ab,0.13671541177157753,Sahiwal District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ac,0.14241252364951498,Sargodha District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ad,0.14546448602555007,Sheikhupura District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016ae,0.1608300982886072,Sialkot District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016af,0.1371057841451079,Toba Tek Singh District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_000100000000000016b0,0.1273227901516945,Vehari District,5,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000168f,0.15327862143380394,Attock District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001690,0.10759361255733307,Bahawalnagar District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001691,0.048557314240733694,Bahawalpur District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001692,0.05201523904136496,Bhakkar District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001693,0.15987027225278316,Chakwal District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001694,0.05025487984410565,Dera Ghazi Khan District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001695,0.1599531396357798,Faisalabad District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001696,0.1822420465568907,Gujranwala District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001697,0.19161597324022073,Gujrat District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001698,0.17112336624260374,Hafizabad District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00010000000000001699,0.13060932213019355,Jhang District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169a,0.17574362946292485,Jhelum District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169b,0.179960543160518,Kasur District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169c,0.13483835565596222,Khanewal District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169d,0.10052742785019478,Khushab District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169e,0.17366022534584907,Lahore District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0001000000000000169f,0.05557653935815458,Layyah District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a0,0.12461513845876948,Lodhran District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a1,0.17365213458924117,Mandi Bahauddin District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a2,0.10433563577367908,Mianwali District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a3,0.12494155424528927,Multan District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a4,0.09361330001534895,Muzaffargarh District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a5,0.2135393649208294,Narowal District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a6,0.16670649375725632,Okara District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a7,0.15533629859776305,Pakpattan District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a8,0.07051223630037572,Rahim Yar Khan District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016a9,0.0516846309322883,Rajanpur District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016aa,0.2213968928972407,Rawalpindi District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ab,0.16065983433223066,Sahiwal District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ac,0.1526313158437338,Sargodha District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ad,0.16452802352885332,Sheikhupura District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016ae,0.20889329866999656,Sialkot District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016af,0.153138580266878,Toba Tek Singh District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_000100000000000016b0,0.13690102773960774,Vehari District,6,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000168f,0.3383574246548365,Attock District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001690,0.1856862547304529,Bahawalnagar District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001691,0.0720732990450167,Bahawalpur District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001692,0.10080173435344783,Bhakkar District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001693,0.33173254048909234,Chakwal District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001694,0.10994905869761656,Dera Ghazi Khan District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001695,0.2810678811636172,Faisalabad District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001696,0.358640915158043,Gujranwala District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001697,0.3632747142845347,Gujrat District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001698,0.33471721208708594,Hafizabad District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00010000000000001699,0.23134606404582284,Jhang District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169a,0.3502990543146758,Jhelum District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169b,0.3224572501992461,Kasur District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169c,0.21516779736565544,Khanewal District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169d,0.2217756754496277,Khushab District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169e,0.3351123402359459,Lahore District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0001000000000000169f,0.10228201100256598,Layyah District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a0,0.17689576341372393,Lodhran District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a1,0.3456594608405847,Mandi Bahauddin District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a2,0.25102594876229367,Mianwali District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a3,0.1746051874259867,Multan District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a4,0.12344349112435296,Muzaffargarh District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a5,0.3934611303804024,Narowal District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a6,0.292958091892366,Okara District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a7,0.2721095317121547,Pakpattan District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a8,0.07883598080933948,Rahim Yar Khan District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016a9,0.0607665947702601,Rajanpur District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016aa,0.3953944855414592,Rawalpindi District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ab,0.2628299219999184,Sahiwal District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ac,0.29805929250841023,Sargodha District,7,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
