system:index,SoilMoisture,district,month,year,.geo
6_000100000000000016ad,0.21746029983549245,Sheikhupura District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016ae,0.2826989467264619,Sialkot District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016af,0.1642903087641868,Toba Tek Singh District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_000100000000000016b0,0.15441721700035843,Vehari District,7,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000168f,0.2441102754494157,Attock District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001690,0.14260446066437116,Bahawalnagar District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001691,0.06540206424972445,Bahawalpur District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001692,0.08485747667582941,Bhakkar District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001693,0.25893539282850614,Chakwal District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001694,0.07270558252020638,Dera Ghazi Khan District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001695,0.23082523852131404,Faisalabad District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001696,0.32523542526385696,Gujranwala District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001697,0.34182542935991234,Gujrat District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001698,0.2802382175439873,Hafizabad District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001699,0.17331784860368257,Jhang District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000169a,0.30488842821383105,Jhelum District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000169b,0.26140747455311225,Kasur District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000169c,0.13656023235696385,Khanewal District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000169d,0.1621096364309131,Khushab District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000169e,0.30697597234394874,Lahore District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000169f,0.08066933103597682,Layyah District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a0,0.1345510215354829,Lodhran District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a1,0.27954995615149414,Mandi Bahauddin District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a2,0.17942138155623497,Mianwali District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a3,0.14778834341995822,Multan District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a4,0.1086994360950789,Muzaffargarh District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a5,0.37513506079460357,Narowal District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a6,0.22761842402014626,Okara District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a7,0.19023942160468219,Pakpattan District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a8,0.09472785504588599,Rahim Yar Khan District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a9,0.059986645155354554,Rajanpur District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016aa,0.34667129275967024,Rawalpindi District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016ab,0.17585418769772107,Sahiwal District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016ac,0.24197029406952883,Sargodha District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016ad,0.278452709639077,Sheikhupura District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016ae,0.3686637524470166,Sialkot District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016af,0.17497772245425805,Toba Tek Singh District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016b0,0.1334687172626067,Vehari District,8,2026,"{""type"":""MultiPoint"",""coordinates"":[]}"
