system:index,district,month,rainfall_mean_mm_per_day,rainfall_total_mm,year,.geo
0_0001000000000000168f,Attock District,1,0.8850235212239157,27.435729154825992,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001690,Bahawalnagar District,1,0.21235742922119735,6.583080297110066,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001691,Bahawalpur District,1,0.010958704496888272,0.33971983905294356,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001692,Bhakkar District,1,0.27999080902425655,8.679715086609695,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001693,Chakwal District,1,0.8192884600537211,25.39794221427636,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001694,Dera Ghazi Khan District,1,0.21024634935893688,6.517636824109746,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001695,Faisalabad District,1,0.3940423021128892,12.215311373348278,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001696,Gujranwala District,1,0.6239672557358544,19.34298492575771,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001697,Gujrat District,1,0.8040953973673552,24.926957278809557,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001698,Hafizabad District,1,0.6816034681070745,21.12970741096359,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001699,Jhang District,1,0.27929225461811874,8.658059906390736,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169a,Jhelum District,1,0.9250567869129784,28.67676042487132,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169b,Kasur District,1,0.3833144319046952,11.882747339501858,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169c,Khanewal District,1,0.19139429578394807,5.933223170863036,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169d,Khushab District,1,0.4865874438561368,15.084210744107194,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169e,Lahore District,1,0.517816412383298,16.05230879399326,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169f,Layyah District,1,0.24748395687921945,7.672002670343926,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a0,Lodhran District,1,0.06233181932391174,1.9322863920125084,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a1,Mandi Bahauddin District,1,0.9278264083783632,28.762618578454422,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a2,Mianwali District,1,0.5372204785346659,16.65383481438337,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a3,Multan District,1,0.13630678628997145,4.2255103882721645,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a4,Muzaffargarh District,1,0.17140034785209943,5.313410793337167,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a5,Narowal District,1,1.2167300467525493,37.71863135553095,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a6,Okara District,1,0.3304209656927731,10.243049952130947,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a7,Pakpattan District,1,0.31543014027323074,9.7783343464492,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a8,Rahim Yar Khan District,1,0.05110833973898133,1.5843585311538673,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a9,Rajanpur District,1,0.23964589809328005,7.429022831529504,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016aa,Rawalpindi District,1,1.564099390848795,48.48708098233249,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ab,Sahiwal District,1,0.3516176083106107,10.90014588751092,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ac,Sargodha District,1,0.6220987536816995,19.2850614601391,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ad,Sheikhupura District,1,0.5250455129072921,16.276410946526422,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ae,Sialkot District,1,1.0088129750463417,31.273202298797393,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016af,Toba Tek Singh District,1,0.29263778267731483,9.07177127194732,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016b0,Vehari District,1,0.20552177400188118,6.371175002818323,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000168f,Attock District,2,1.0564275890729564,29.579972412676213,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001690,Bahawalnagar District,2,0.054947855834753534,1.538539961927921,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001691,Bahawalpur District,2,0.06258475717032747,1.752373198645355,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001692,Bhakkar District,2,0.2784936264297798,7.797821559869895,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001693,Chakwal District,2,0.6182571942813058,17.311201414706208,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001694,Dera Ghazi Khan District,2,0.23689577151524135,6.6330816230061656,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
