system:index,NDVI_mean,district,month,year,.geo
0_0001000000000000168f,0.28248923964373746,Attock District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001690,0.46403092393723533,Bahawalnagar District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001691,0.2562002043854496,Bahawalpur District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001692,0.29624567799511664,Bhakkar District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001693,0.30024288519185727,Chakwal District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001694,0.31953575762326325,Dera Ghazi Khan District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001695,0.47901080570324395,Faisalabad District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001696,0.6256015230312054,Gujranwala District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001697,0.4245532357337372,Gujrat District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001698,0.5796888158644473,Hafizabad District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001699,0.43984660010966575,Jhang District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169a,0.3514829326554943,Jhelum District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169b,0.48496015971159634,Kasur District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169c,0.5307488837252806,Khanewal District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169d,0.32348422376940617,Khushab District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169e,0.3827000726537813,Lahore District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169f,0.3922719070803868,Layyah District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a0,0.5297311741259243,Lodhran District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a1,0.49339672456949407,Mandi Bahauddin District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a2,0.353492499476373,Mianwali District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a3,0.5030601542254677,Multan District,1,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
