system:index,bare_km2,built_km2,crops_km2,district,flooded_vegetation_km2,grass_km2,month,shrub_and_scrub_km2,snow_and_ice_km2,trees_km2,water_km2,year,.geo
0_0001000000000000168f,417.4848163656014,540.5902809795723,3839.26480189453,Attock District,79.46049989972482,7.5431082379072905,1,1137.389464718381,21.312960225895196,607.4657837040978,154.63504151681474,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001690,2102.723095919659,370.84164168402265,5875.39939967643,Bahawalnagar District,17.45965836662799,3.3055789939073077,1,58.31793890856937,14.665968577947249,33.502146405766844,90.09959097460788,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001691,16685.394336398862,639.224008116243,6307.846791972983,Bahawalpur District,5.037863050587475,0.6609117351472378,1,129.22709906987626,2.3924532689994162,154.7038807328973,43.26887225179257,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001692,3383.438221896666,825.1883306896241,4010.348181958321,Bhakkar District,1.1399723494973253,0.18566895451250615,1,185.93037600278416,1.4723732518032193,134.53786579975676,45.95391756817333,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001693,132.48562059569372,462.3008837272468,3554.091009295465,Chakwal District,151.55268886004228,4.796178758148031,1,1030.7424206456353,2.3062675834615147,1151.5791281558245,96.05925322879543,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001694,4556.53426165578,504.35873928236975,4288.59658055138,Dera Ghazi Khan District,25.56773011959797,1.6502433235921403,1,2054.8164582330946,0.6541870078071952,119.19917404439445,241.79811846553983,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001695,108.1477487864338,193.29217390888095,1714.8876389999639,Faisalabad District,6.573568726173949,0.3300022523740635,1,4.503468423512053,384.81898895054695,137.8163590085784,14.614256144070303,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001696,58.092025186011895,311.37542518645375,2794.0358051812937,Gujranwala District,54.41067578716971,16.40423198953344,1,7.535533044600458,0.5479948641732335,156.13553412413117,120.50262531599795,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001697,26.3479657630637,363.7026035007711,2178.687586762179,Gujrat District,144.39119545009862,5.77873360809377,1,52.26038827821611,0.06709144450724125,253.25468401125465,119.92217568460416,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001698,21.195380021975026,17.65294105718095,321.7033523239158,Hafizabad District,2.8471871154748047,0.38009550608694553,1,2.285950018301168,257.93349094650176,78.10232603494077,32.922739044540364,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00010000000000001699,975.3547154924266,442.98467088627325,6221.517910950608,Jhang District,5.841842088402778,5.999147236361808,1,52.50029205327086,188.6867008570801,670.1012983879586,257.9542907741176,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169a,66.76532118514034,224.4495818215404,1756.7544921823503,Jhelum District,145.7967779648764,4.830485911338645,1,413.6074749372644,0.3015617001801729,777.4253665599425,157.05357506551655,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169b,32.61183512255769,275.1881331721869,3151.887891072659,Kasur District,9.095208494821746,3.5082968745636296,1,22.888748169452974,0.05140094459056854,434.9332058343635,57.96018921888854,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169c,54.091659457788005,303.2523206560525,3657.8387873388056,Khanewal District,1.0154935145458461,2.973713814711892,1,8.478894289513574,1.9911015330357293,230.16240266984806,95.97931667309547,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169d,1762.8053049162172,278.7815873571215,2918.9468082182584,Khushab District,33.650351349604044,15.857777927531039,1,533.4516030167649,11.041299969651828,940.7518612114528,97.10207016726262,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169e,64.55894941415492,576.6691905778524,966.7327162039887,Lahore District,1.8782582933046654,3.1133828367015313,1,8.425609365901819,0.0,76.70760146730817,29.926571423710122,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0001000000000000169f,1613.5169430622068,536.6715960734981,3899.7103318084214,Layyah District,1.7799388244017667,0.6405084570869803,1,119.8833771322726,3.889559345319867,52.16418513855441,120.05002403559493,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a0,31.391245840500826,251.27256400597594,2367.02594497843,Lodhran District,0.008660866878926754,0.15581178292632103,1,2.319754261523485,0.01732945255935192,11.93082687977117,2.9268696133558656,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a1,17.954033162503272,180.90924689764267,2132.995745097722,Mandi Bahauddin District,73.20196397176707,2.6788177625659637,1,14.9013184909654,0.7553832418851407,151.0179869441462,136.32882775777188,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a2,682.3352710532828,508.59203255583765,3216.3204829759825,Mianwali District,76.85434386117711,6.402043401263654,1,896.5974829008472,0.9298464057784455,350.5920657560704,252.53429348380763,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a3,112.66653466046075,500.28211251993235,2601.963195617208,Multan District,0.64669294282794,1.0666686987613931,1,3.407156828071411,0.03456208948045969,349.80439521917225,77.55129837782725,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a4,779.1294285174605,942.9726107838619,5186.275166427958,Muzaffargarh District,9.345335557125509,3.64339348232264,1,66.6823595571642,2.8200508147952896,361.5421431833002,335.62207535173667,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a5,98.62556588391172,72.97804915114654,1257.744952335519,Narowal District,1.201757321243777,1.7513344159021096,1,15.283840735654767,51.766239745180826,35.30971541310496,21.468922778500207,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a6,36.53077723327659,218.85377532015102,3407.3642318575835,Okara District,0.10288942512124777,12.752331520463615,1,18.181576516026375,74.88359824776211,93.35517361442393,36.99203911207836,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a7,27.70631878089671,185.73401255438873,2436.2373244790283,Pakpattan District,0.1982104228809476,8.722695711448644,1,3.8698365911220507,74.21508732990671,58.01948238415095,23.751479163093897,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a8,5318.399872708745,901.3115699536403,6045.148384218366,Rahim Yar Khan District,10.097488282525948,1.12839659396559,1,49.84226988461599,0.2660753959789872,289.34250815741933,160.4778893497681,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016a9,6412.193207311848,295.943640941312,4591.192238929316,Rajanpur District,9.842653972644579,0.7487318989546861,1,729.7764095039599,0.5099135626253544,80.19065427154887,214.65017290432735,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016aa,79.59203981296982,807.0952844201456,2179.837130052958,Rawalpindi District,76.73338596327413,17.117426984359092,1,239.7188926937606,24.847814433342393,1266.7921567565593,79.77315506824458,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ab,24.428548698379274,220.75190097097232,1971.47705989331,Sahiwal District,0.4624280141703054,2.293621497261612,1,7.724013200478957,84.62634330253829,384.34899144389976,16.894866974670077,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ac,46.7335898504976,274.8807258496097,4066.4214557134387,Sargodha District,34.46061616558947,9.000337211057252,1,15.883078801836453,21.641890402328148,932.0686742653817,119.0849159721212,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ad,60.926730390448185,315.82332044540743,3866.8678671324074,Sheikhupura District,43.8684357789546,19.61046337281518,1,17.43557950206028,634.5303520875818,209.94434887129154,141.0922093615082,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016ae,36.88404309143331,290.8151094867318,1871.9281824327818,Sialkot District,137.06951343054502,19.919236710934225,1,11.364234322893854,215.26718776391124,146.54869980153205,106.60687979028798,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016af,22.62708441672445,247.96929715389354,2595.46817938953,Toba Tek Singh District,0.6144531583194347,1.3945832151298723,1,16.81685449281963,0.9234494692408572,169.67615181851178,26.003458525854,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_000100000000000016b0,46.05818240763803,424.7339489116059,3779.670352253333,Vehari District,0.34568735864013433,1.7798376876386064,1,4.862834263476087,1.0964214639519068,221.98405594933485,18.10871097414809,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000168f,519.7386939035545,615.0759737484341,3533.0587721331044,Attock District,12.361965559832022,8.355813080886854,2,1635.289614301025,0.06638588383793831,364.7613871542883,116.43815177756126,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001690,2141.945306160553,460.5146567747363,5877.17469252935,Bahawalnagar District,5.081649778418097,0.3541781883686781,2,33.7004161672338,0.0037564982605331086,4.516868334080951,53.73330451579509,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001691,16742.713470698705,646.1899375869253,6313.634600854378,Bahawalpur District,4.126039125956595,0.2519736588001251,2,117.16762228296959,0.0,106.21871855895894,37.453853830695145,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001692,2258.923150560391,627.205024010312,4761.374273144614,Bhakkar District,0.2625754065811634,0.0,2,74.82883335958947,771.1203495648709,33.90636743888916,60.57433498589065,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001693,342.60517390218433,508.53599840464324,3459.3018881430116,Chakwal District,21.208623019258912,1.3829946591902305,2,1598.4236475995685,0.0,609.1088480779537,70.37427478335505,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001694,5522.556190272468,437.60309619391523,4287.350367706017,Dera Ghazi Khan District,7.656793321625275,0.5113409608602524,2,1257.5408006122302,0.4467898039147258,45.474430351708016,234.03568346081482,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001695,132.392044126268,892.6585757077543,4858.316356694459,Faisalabad District,2.0771549552131225,0.4484198448522126,2,16.69623584894135,0.02561566699296236,9.798737064412995,35.013571874804654,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001696,45.73357645235225,373.0839884257017,3066.1625571084915,Gujranwala District,4.898708172566166,2.8564821735937516,2,8.461854617538696,0.0,23.20403867203231,95.07266140415825,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001697,34.60557456740051,438.4509037585893,2233.8143695298727,Gujrat District,14.39391005686028,10.926861655434557,2,168.42673242173214,0.0,192.3492285231128,74.05169145424725,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001698,25.564994770018203,139.68284611384584,2035.212883922436,Hafizabad District,0.5298541580600774,0.1487954549308793,2,4.211307637356952,0.025329798460006714,13.507470969446734,58.47469249740609,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00010000000000001699,882.5159424465556,756.8678640608949,6893.174775784137,Jhang District,0.8577927984297276,0.27167207282036543,2,33.62073097525201,123.41869663555248,41.802123429589706,214.72865394243928,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169a,83.56842682571242,294.38471169960775,1527.0140530130734,Jhelum District,44.4082011518233,3.2895040663908808,2,973.1284466527987,0.03359228000044823,528.4221296591611,161.8200911889839,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169b,48.94794186908094,377.0465360634284,3408.9599256838724,Kasur District,3.320614840557762,0.7504602214321494,2,37.629481841539786,0.3336395751684904,69.54256072346779,41.59374808553679,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169c,93.1197874670118,442.469614536936,3643.8101431055106,Khanewal District,0.1029185876250267,0.2314652510681281,2,8.981327321639686,0.05172174982726574,99.30338335787039,67.71332856990836,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169d,1545.7811370032673,322.0876880435493,3131.412984093027,Khushab District,9.109922235773183,1.2367126159369946,2,811.2464781639695,79.59600486219585,584.2895466850815,114.71571147373932,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169e,68.26696826994564,679.4499103415358,908.3056570169535,Lahore District,1.0519270491110635,3.3641076147519784,2,21.92431850870158,0.0,24.412071589369546,21.237319192553265,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0001000000000000169f,1322.85711463066,542.6625278354276,4064.273902403151,Layyah District,0.48629962280392647,0.0,2,23.80282320276487,243.83016379061797,16.61474222199736,133.7788901699342,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a0,45.580318364080995,287.0015679230366,2325.212859336356,Lodhran District,0.0,0.0,2,1.9650818686932325,0.0,5.756715879994719,1.5324643097598762,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a1,22.933830432988263,260.75642118857917,2281.2199357830536,Mandi Bahauddin District,9.824339911936981,2.6935163363668266,2,25.84286975790838,0.0,49.30736474335631,103.23928758777019,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a2,946.5639190193997,404.43320667070947,3257.761717111504,Mianwali District,24.754684569273945,4.494019468333208,2,925.1856787342833,2.102794190835865,190.25827045640085,235.6035721733071,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a3,192.3919296892689,512.8259576980427,2674.8424528682604,Multan District,0.0,0.060377112589776516,2,1.3280783636020679,0.00860918965190649,200.9292146794352,65.73356620907126,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a4,914.2416465494559,1026.928090287734,5175.292532185652,Muzaffargarh District,2.8006231998805613,0.1555603789165616,2,31.05163105556413,0.5581643348559737,180.29147175814518,356.7128439255205,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a5,6.932916482808251,176.14919069036847,2107.232778943224,Narowal District,7.363643667445171,8.917134172783472,2,11.525169668993092,0.0,27.651110513511973,33.04842983046364,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a6,46.60632248929537,335.89711806199284,3985.5961343350878,Okara District,0.15463498141616583,0.3003908060491085,2,24.218473089888107,0.06857034657150507,11.40921494783651,33.32879743053779,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a7,27.398322749587106,246.37708099673628,2586.410899019968,Pakpattan District,0.06900492031127214,0.22357083018869162,2,2.4250897308811545,0.03932521192758691,1.7875203425064683,19.331872157463984,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a8,5441.586447312925,1054.2393323792257,5935.800844873123,Rahim Yar Khan District,5.364967633991995,0.331767650321126,2,42.338476273731565,0.2793916016817093,140.3190906436274,155.75413617640007,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016a9,7005.9092967834285,317.5643722117897,4441.687892369714,Rajanpur District,3.0168597605079412,0.04348429758101702,2,351.2233130828313,0.16582852322608232,34.15836405549929,181.27821221196038,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016aa,91.00561035465009,963.6370713516994,2091.446726712449,Rawalpindi District,13.905851129142972,16.6539877892271,2,715.3679491279902,2.65057445683827,933.5993839979101,56.89304392059134,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ab,33.129371455326385,365.5841992670597,2771.301971998479,Sahiwal District,0.008553477935492992,0.3265565596374811,2,11.603181040495196,0.10290852840989828,31.554015778699046,14.861590948339334,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ac,68.41264534784005,504.86945406041093,4952.423907841104,Sargodha District,5.97749146829341,1.3390359815538806,2,30.960676929840417,0.05073350481688976,122.72440514431209,84.62113665474907,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ad,50.55909079371715,465.90483656002243,5121.362221323224,Sheikhupura District,2.8438005896796494,3.9842869908749767,2,20.6380926039289,0.18709555640816689,57.86464230791099,98.98207290934437,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016ae,18.929747532768282,384.004904970209,2504.495933218618,Sialkot District,24.180223738120905,18.58246579349187,2,10.297353918361024,0.0,39.484944002392396,65.83391422827673,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016af,47.27223458925591,375.673286481618,2591.681839948155,Toba Tek Singh District,0.00857776589691639,0.18296396589527528,2,17.15956522298648,0.008580493740737438,32.2154498766779,17.291013295798763,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000100000000000016b0,101.47869931333426,574.973633260258,3793.5568638962095,Vehari District,0.2924085197860704,0.03451955784112215,2,1.5397194832198178,0.07771940249949694,11.880977750799675,14.805490085818604,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000168f,315.5517455280667,638.4896427241208,3140.5603984415307,Attock District,2.4662784805740503,3.421086261048913,3,2135.91812775005,0.05817459523677826,462.6843446197244,105.99695914217146,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001690,2258.5455152593736,392.1063494382463,5822.926123383462,Bahawalnagar District,4.853524369169392,0.35463827753110844,3,47.57658087364672,0.0,7.351554434304582,43.310542911061034,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001691,17067.341558131655,647.4553784722136,5979.043787452523,Bahawalpur District,2.922889820208736,0.1302599385380745,3,138.06920533675114,0.0,90.4654828755112,42.32765456998319,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001692,2529.16341016957,848.1665030857255,4979.742197615872,Bhakkar District,0.11872703488916159,0.06798623222857714,3,153.92568218116375,0.00844853650778532,28.54756911009477,48.454384505087695,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001693,371.7057428216086,484.96035063158286,3110.613163564011,Chakwal District,2.752111692982269,2.068905172869563,3,1874.79254167344,0.0,702.2292121185609,61.81942091411089,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001694,6161.640368496251,488.4013932941519,3766.1056262337775,Dera Ghazi Khan District,6.013159449705306,0.9150006175041199,3,1133.5262145327845,0.0,64.04750892249685,172.52622113688392,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001695,100.02827330397479,881.1595354100689,4883.956140249764,Faisalabad District,1.3016347363591194,0.17034071311354637,3,28.091480732793165,0.0,14.219515367392816,38.4997912702315,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001696,21.6365343752518,420.1588387141223,3037.113980895014,Gujranwala District,7.32239684431138,1.1579634235733571,3,8.060953933661619,0.0,20.508631437019826,103.5145674034807,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001697,36.664201737834404,494.78723739745715,2137.715201797,Gujrat District,3.3642039255768643,10.019126133690131,3,181.3270897834069,0.0,224.53047990996902,78.61173128231485,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001698,23.214555611012173,138.6875162295705,2029.6221935367362,Hafizabad District,1.0597292190855918,1.240365727132588,3,7.763730658532358,0.0,11.061757897841286,64.70832644205029,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00010000000000001699,959.2919759159981,840.0439841464784,6823.854793939039,Jhang District,2.2034052070230246,0.2550323912873864,3,60.025501564393444,0.0,35.62323158249697,225.9603273989559,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169a,142.4361611804578,312.65018369319176,1340.8049570222474,Jhelum District,7.473754328328605,12.248992967967162,3,1022.3010837826474,0.0,673.3472262663146,104.80679729639681,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0001000000000000169b,61.36730129115429,426.1452602877993,3371.139538720352,Kasur District,1.8693172065541148,0.3243590802173404,3,30.56459262603711,0.0,56.94942547747975,39.765114214490445,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
